카테고리,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2020년10월_계_20~29세,"211,563","92,787","49,431","43,356","29,629","36,356","10,666","7,618","7,246","8,933","1,959","1,783","1,674","2,135","2,090","4,357","4,330"
2020년10월_계_30~39세,"190,044","82,076","40,077","41,999","30,896","28,685","8,934","6,479","6,738","9,428","1,659","1,721","1,570","1,984","2,031","3,896","3,947"
2020년10월_계_40~49세,"269,678","107,499","53,818","53,681","43,632","42,190","14,969","10,795","10,074","13,563","2,783","2,890","2,603","2,900","3,350","6,229","6,201"
2020년10월_계_50~59세,"300,218","105,953","57,117","48,836","44,021","49,104","18,541","13,781","13,816","15,282","4,548","4,230","3,696","4,729","4,489","9,132","8,896"
2020년10월_계_60~69세,"253,402","76,068","41,949","34,119","37,214","40,066","16,735","12,856","14,472","13,729","4,793","4,334","4,204","4,951","4,789","9,606","9,585"
2020년10월_계_70~79세,"169,708","43,830","23,790","20,040","22,720","24,431","13,386","9,812","11,352","9,196","3,828","3,397","3,140","4,308","4,195","8,398","7,715"
2020년10월_계_80~89세,"91,003","19,426","10,560","8,866","10,015","12,447","8,155","6,066","7,166","5,248","2,469","2,297","2,111","2,978","2,736","5,243","4,646"
2020년10월_계_90~99세,"13,582","2,770","1,587","1,183","1,553","1,946","1,166",951,"1,203",787,372,325,287,428,373,797,624
2020년10월_계_100세 이상,855,163,83,80,122,107,112,42,74,44,27,21,22,22,28,36,35
2020년10월_남_총인구수,"897,770","323,585","165,555","158,030","135,376","140,864","53,960","39,646","40,991","47,023","12,815","11,943","11,018","14,070","13,530","26,948","26,001"
2020년10월_남_연령구간인구수,"897,770","323,585","165,555","158,030","135,376","140,864","53,960","39,646","40,991","47,023","12,815","11,943","11,018","14,070","13,530","26,948","26,001"
2020년10월_남_0~9세,"66,606","27,914","12,838","15,076","10,787","9,938","3,307","2,681","2,254","3,520",633,657,599,725,801,"1,432","1,358"
2020년10월_남_10~19세,"91,162","37,326","18,996","18,330","13,946","14,354","5,177","3,813","3,242","4,352",895,922,846,907,"1,146","2,254","1,982"
2020년10월_남_20~29세,"114,269","48,779","25,682","23,097","16,223","19,815","5,866","4,262","4,018","4,983","1,108",985,953,"1,258","1,142","2,459","2,418"
2020년10월_남_30~39세,"97,999","41,454","20,277","21,177","16,123","15,037","4,757","3,312","3,582","4,862",803,943,816,"1,089",988,"2,090","2,143"
2020년10월_남_40~49세,"139,046","52,658","25,711","26,947","22,885","21,535","7,869","5,516","5,656","7,515","1,620","1,604","1,476","1,775","1,910","3,552","3,475"
2020년10월_남_50~59세,"155,215","51,994","27,565","24,429","23,076","24,932","9,968","7,315","7,520","8,510","2,565","2,326","2,076","2,686","2,430","4,975","4,842"
2020년10월_남_60~69세,"125,112","36,308","19,797","16,511","18,339","19,858","8,301","6,440","7,256","7,106","2,526","2,220","2,125","2,638","2,431","4,767","4,797"
2020년10월_남_70~79세,"74,708","19,479","10,592","8,887","10,225","10,883","5,772","4,115","4,923","4,234","1,754","1,422","1,358","1,901","1,700","3,602","3,340"
2020년10월_남_80~89세,"30,462","7,013","3,729","3,284","3,415","4,038","2,665","1,959","2,256","1,760",810,793,702,985,885,"1,672","1,509"
2020년10월_남_90~99세,"3,015",629,352,277,320,449,257,222,270,171,92,67,63,100,97,144,134
2020년10월_남_100세 이상,176,31,16,15,37,25,21,11,14,10,9,4,4,6,0,1,3
2020년10월_여_총인구수,"908,167","333,600","174,322","159,278","132,611","141,983","54,901","41,217","41,795","44,530","12,596","12,091","11,122","13,438","14,327","27,640","26,316"
2020년10월_여_연령구간인구수,"908,167","333,600","174,322","159,278","132,611","141,983","54,901","41,217","41,795","44,530","12,596","12,091","11,122","13,438","14,327","27,640","26,316"
2020년10월_여_0~9세,"63,302","26,562","12,155","14,407","10,395","9,507","3,158","2,389","2,109","3,471",656,567,563,639,754,"1,292","1,240"
2020년10월_여_10~19세,"84,814","34,811","17,476","17,335","13,057","13,716","4,555","3,580","3,040","4,000",789,890,825,802,"1,075","1,916","1,758"
2020년10월_여_20~29세,"97,294","44,008","23,749","20,259","13,406","16,541","4,800","3,356","3,228","3,950",851,798,721,877,948,"1,898","1,912"
2020년10월_여_30~39세,"92,045","40,622","19,800","20,822","14,773","13,648","4,177","3,167","3,156","4,566",856,778,754,895,"1,043","1,806","1,804"
2020년10월_여_40~49세,"130,632","54,841","28,107","26,734","20,747","20,655","7,100","5,279","4,418","6,048","1,163","1,286","1,127","1,125","1,440","2,677","2,726"
2020년10월_여_50~59세,"145,003","53,959","29,552","24,407","20,945","24,172","8,573","6,466","6,296","6,772","1,983","1,904","1,620","2,043","2,059","4,157","4,054"
2020년10월_여_60~69세,"128,290","39,760","22,152","17,608","18,875","20,208","8,434","6,416","7,216","6,623","2,267","2,114","2,079","2,313","2,358","4,839","4,788"
2020년10월_여_70~79세,"95,000","24,351","13,198","11,153","12,495","13,548","7,614","5,697","6,429","4,962","2,074","1,975","1,782","2,407","2,495","4,796","4,375"
2020년10월_여_80~89세,"60,541","12,413","6,831","5,582","6,600","8,409","5,490","4,107","4,910","3,488","1,659","1,504","1,409","1,993","1,851","3,571","3,137"
2020년10월_여_90~99세,"10,567","2,141","1,235",906,"1,233","1,497",909,729,933,616,280,258,224,328,276,653,490
2020년10월_여_100세 이상,679,132,67,65,85,82,91,31,60,34,18,17,18,16,28,35,32
2020년11월_계_총인구수,"1,805,204","657,745","339,973","317,772","267,911","282,582","108,681","80,784","82,623","91,445","25,351","24,031","22,099","27,424","27,805","54,486","52,237"
2020년11월_계_연령구간인구수,"1,805,204","657,745","339,973","317,772","267,911","282,582","108,681","80,784","82,623","91,445","25,351","24,031","22,099","27,424","27,805","54,486","52,237"
2020년11월_계_0~9세,"129,144","54,320","24,902","29,418","21,046","19,300","6,410","5,030","4,330","6,909","1,281","1,215","1,156","1,355","1,520","2,700","2,572"
2020년11월_계_10~19세,"175,514","72,022","36,392","35,630","26,908","28,009","9,695","7,363","6,239","8,339","1,676","1,810","1,658","1,697","2,221","4,151","3,726"
2020년11월_계_20~29세,"211,644","92,977","49,495","43,482","29,665","36,322","10,666","7,615","7,235","8,901","1,943","1,787","1,669","2,119","2,085","4,330","4,330"
2020년11월_계_30~39세,"189,435","82,061","40,089","41,972","30,769","28,557","8,885","6,446","6,680","9,381","1,642","1,714","1,555","1,967","2,000","3,868","3,910"
2020년11월_계_40~49세,"269,113","107,441","53,699","53,742","43,550","42,066","14,897","10,776","10,031","13,528","2,761","2,877","2,591","2,870","3,346","6,195","6,184"
2020년11월_계_50~59세,"299,970","105,972","57,074","48,898","44,029","49,056","18,455","13,752","13,770","15,272","4,521","4,239","3,704","4,720","4,497","9,111","8,872"
2020년11월_계_60~69세,"254,628","76,541","42,227","34,314","37,404","40,237","16,839","12,888","14,522","13,810","4,820","4,352","4,202","4,951","4,794","9,652","9,616"
2020년11월_계_70~79세,"170,103","43,981","23,830","20,151","22,837","24,499","13,394","9,822","11,379","9,232","3,833","3,386","3,132","4,314","4,191","8,385","7,718"
2020년11월_계_80~89세,"91,166","19,498","10,607","8,891","10,011","12,466","8,157","6,102","7,156","5,245","2,476","2,301","2,120","2,980","2,749","5,252","4,653"
2020년11월_계_90~99세,"13,635","2,769","1,576","1,193","1,569","1,962","1,173",950,"1,207",783,371,330,290,428,374,806,623
2020년11월_계_100세 이상,852,163,82,81,123,108,110,40,74,45,27,20,22,23,28,36,33
2020년11월_남_총인구수,"897,393","323,780","165,580","158,200","135,332","140,745","53,872","39,616","40,934","46,970","12,784","11,948","11,006","14,024","13,520","26,909","25,953"
2020년11월_남_연령구간인구수,"897,393","323,780","165,580","158,200","135,332","140,745","53,872","39,616","40,934","46,970","12,784","11,948","11,006","14,024","13,520","26,909","25,953"
2020년11월_남_0~9세,"66,230","27,821","12,793","15,028","10,726","9,873","3,280","2,666","2,241","3,479",627,647,600,716,778,"1,428","1,348"
2020년11월_남_10~19세,"90,888","37,265","18,953","18,312","13,881","14,324","5,155","3,799","3,208","4,333",890,927,848,901,"1,149","2,241","1,967"
2020년11월_남_20~29세,"114,282","48,816","25,660","23,156","16,254","19,778","5,875","4,255","4,048","4,967","1,099",985,941,"1,251","1,143","2,448","2,422"
2020년11월_남_30~39세,"97,693","41,476","20,325","21,151","16,060","14,979","4,718","3,289","3,546","4,833",798,936,810,"1,076",977,"2,072","2,123"
2020년11월_남_40~49세,"138,765","52,622","25,663","26,959","22,864","21,488","7,839","5,504","5,627","7,490","1,605","1,598","1,467","1,757","1,903","3,538","3,463"
2020년11월_남_50~59세,"155,101","52,004","27,546","24,458","23,075","24,905","9,930","7,318","7,487","8,502","2,547","2,336","2,082","2,681","2,444","4,962","4,828"
2020년11월_남_60~69세,"125,721","36,511","19,917","16,594","18,420","19,954","8,350","6,446","7,285","7,163","2,546","2,235","2,132","2,647","2,434","4,786","4,812"
2020년11월_남_70~79세,"74,976","19,565","10,616","8,949","10,271","10,929","5,772","4,122","4,958","4,261","1,764","1,413","1,359","1,904","1,707","3,606","3,345"
2020년11월_남_80~89세,"30,526","7,035","3,739","3,296","3,417","4,036","2,676","1,985","2,249","1,765",808,794,699,983,888,"1,683","1,508"
2020년11월_남_90~99세,"3,034",633,351,282,327,454,256,221,271,167,91,73,64,102,97,144,134
2020년11월_남_100세 이상,177,32,17,15,37,25,21,11,14,10,9,4,4,6,0,1,3
2020년11월_여_총인구수,"907,811","333,965","174,393","159,572","132,579","141,837","54,809","41,168","41,689","44,475","12,567","12,083","11,093","13,400","14,285","27,577","26,284"
2020년11월_여_연령구간인구수,"907,811","333,965","174,393","159,572","132,579","141,837","54,809","41,168","41,689","44,475","12,567","12,083","11,093","13,400","14,285","27,577","26,284"
2020년11월_여_0~9세,"62,914","26,499","12,109","14,390","10,320","9,427","3,130","2,364","2,089","3,430",654,568,556,639,742,"1,272","1,224"
2020년11월_여_10~19세,"84,626","34,757","17,439","17,318","13,027","13,685","4,540","3,564","3,031","4,006",786,883,810,796,"1,072","1,910","1,759"
2020년11월_여_20~29세,"97,362","44,161","23,835","20,326","13,411","16,544","4,791","3,360","3,187","3,934",844,802,728,868,942,"1,882","1,908"
2020년11월_여_30~39세,"91,742","40,585","19,764","20,821","14,709","13,578","4,167","3,157","3,134","4,548",844,778,745,891,"1,023","1,796","1,787"
2020년11월_여_40~49세,"130,348","54,819","28,036","26,783","20,686","20,578","7,058","5,272","4,404","6,038","1,156","1,279","1,124","1,113","1,443","2,657","2,721"
2020년11월_여_50~59세,"144,869","53,968","29,528","24,440","20,954","24,151","8,525","6,434","6,283","6,770","1,974","1,903","1,622","2,039","2,053","4,149","4,044"
2020년11월_여_60~69세,"128,907","40,030","22,310","17,720","18,984","20,283","8,489","6,442","7,237","6,647","2,274","2,117","2,070","2,304","2,360","4,866","4,804"
2020년11월_여_70~79세,"95,127","24,416","13,214","11,202","12,566","13,570","7,622","5,700","6,421","4,971","2,069","1,973","1,773","2,410","2,484","4,779","4,373"
2020년11월_여_80~89세,"60,640","12,463","6,868","5,595","6,594","8,430","5,481","4,117","4,907","3,480","1,668","1,507","1,421","1,997","1,861","3,569","3,145"
2020년11월_여_90~99세,"10,601","2,136","1,225",911,"1,242","1,508",917,729,936,616,280,257,226,326,277,662,489
2020년11월_여_100세 이상,675,131,65,66,86,83,89,29,60,35,18,16,18,17,28,35,30
2020년12월_계_총인구수,"1,804,104","657,432","339,718","317,714","267,859","282,276","108,508","80,662","82,450","91,609","25,394","24,036","22,085","27,314","27,810","54,529","52,140"
2020년12월_계_연령구간인구수,"1,804,104","657,432","339,718","317,714","267,859","282,276","108,508","80,662","82,450","91,609","25,394","24,036","22,085","27,314","27,810","54,529","52,140"
2020년12월_계_0~9세,"128,692","54,217","24,846","29,371","20,951","19,166","6,370","5,011","4,307","6,911","1,276","1,212","1,156","1,343","1,521","2,690","2,561"
2020년12월_계_10~19세,"174,963","71,736","36,192","35,544","26,830","27,908","9,664","7,331","6,166","8,311","1,680","1,820","1,658","1,680","2,219","4,237","3,723"
2020년12월_계_20~29세,"211,464","92,971","49,504","43,467","29,721","36,202","10,604","7,569","7,231","8,956","1,969","1,782","1,669","2,101","2,076","4,308","4,305"
2020년12월_계_30~39세,"189,012","81,910","39,993","41,917","30,705","28,467","8,867","6,417","6,645","9,408","1,635","1,700","1,553","1,941","2,001","3,860","3,903"
2020년12월_계_40~49세,"268,277","107,117","53,471","53,646","43,433","41,935","14,824","10,747","9,991","13,548","2,748","2,875","2,582","2,844","3,324","6,164","6,145"
2020년12월_계_50~59세,"299,522","105,997","57,050","48,947","43,964","48,996","18,394","13,704","13,704","15,254","4,516","4,205","3,682","4,688","4,505","9,068","8,845"
2020년12월_계_60~69세,"255,829","76,853","42,407","34,446","37,597","40,484","16,923","12,945","14,562","13,858","4,855","4,392","4,216","4,994","4,832","9,689","9,629"
2020년12월_계_70~79세,"170,340","44,098","23,936","20,162","22,900","24,521","13,403","9,827","11,402","9,267","3,829","3,380","3,136","4,298","4,184","8,387","7,708"
2020년12월_계_80~89세,"91,504","19,593","10,652","8,941","10,068","12,506","8,184","6,121","7,166","5,259","2,491","2,317","2,121","2,984","2,747","5,280","4,667"
2020년12월_계_90~99세,"13,645","2,779","1,585","1,194","1,566","1,985","1,162",949,"1,200",794,367,331,291,419,373,810,619
2020년12월_계_100세 이상,856,161,82,79,124,106,113,41,76,43,28,22,21,22,28,36,35
2020년12월_남_총인구수,"896,874","323,542","165,413","158,129","135,332","140,573","53,791","39,560","40,844","47,077","12,832","11,959","11,000","13,966","13,520","26,964","25,914"
2020년12월_남_연령구간인구수,"896,874","323,542","165,413","158,129","135,332","140,573","53,791","39,560","40,844","47,077","12,832","11,959","11,000","13,966","13,520","26,964","25,914"
2020년12월_남_0~9세,"66,002","27,783","12,785","14,998","10,663","9,812","3,266","2,657","2,228","3,476",626,639,599,715,777,"1,420","1,341"
2020년12월_남_10~19세,"90,603","37,108","18,847","18,261","13,842","14,256","5,131","3,775","3,165","4,339",888,933,847,886,"1,150","2,322","1,961"
2020년12월_남_20~29세,"114,209","48,769","25,620","23,149","16,311","19,713","5,848","4,240","4,034","4,999","1,127",986,938,"1,235","1,142","2,447","2,420"
2020년12월_남_30~39세,"97,465","41,374","20,269","21,105","16,031","14,931","4,716","3,280","3,539","4,841",791,934,808,"1,066",966,"2,079","2,109"
2020년12월_남_40~49세,"138,330","52,475","25,552","26,923","22,797","21,414","7,794","5,490","5,609","7,514","1,601","1,598","1,464","1,736","1,882","3,513","3,443"
2020년12월_남_50~59세,"154,888","52,020","27,536","24,484","23,039","24,863","9,898","7,309","7,446","8,490","2,551","2,320","2,067","2,669","2,454","4,935","4,827"
2020년12월_남_60~69세,"126,312","36,663","20,008","16,655","18,521","20,084","8,394","6,457","7,294","7,184","2,573","2,253","2,143","2,669","2,454","4,803","4,820"
2020년12월_남_70~79세,"75,155","19,611","10,668","8,943","10,316","10,945","5,777","4,132","4,983","4,286","1,762","1,417","1,366","1,899","1,708","3,609","3,344"
2020년12월_남_80~89세,"30,700","7,076","3,760","3,316","3,444","4,070","2,691","1,992","2,261","1,772",814,799,697,984,892,"1,695","1,513"
2020년12월_남_90~99세,"3,033",632,351,281,331,461,254,217,270,168,90,75,67,101,95,140,132
2020년12월_남_100세 이상,177,31,17,14,37,24,22,11,15,8,9,5,4,6,0,1,4
2020년12월_여_총인구수,"907,230","333,890","174,305","159,585","132,527","141,703","54,717","41,102","41,606","44,532","12,562","12,077","11,085","13,348","14,290","27,565","26,226"
2020년12월_여_연령구간인구수,"907,230","333,890","174,305","159,585","132,527","141,703","54,717","41,102","41,606","44,532","12,562","12,077","11,085","13,348","14,290","27,565","26,226"
2020년12월_여_0~9세,"62,690","26,434","12,061","14,373","10,288","9,354","3,104","2,354","2,079","3,435",650,573,557,628,744,"1,270","1,220"
2020년12월_여_10~19세,"84,360","34,628","17,345","17,283","12,988","13,652","4,533","3,556","3,001","3,972",792,887,811,794,"1,069","1,915","1,762"
2020년12월_여_20~29세,"97,255","44,202","23,884","20,318","13,410","16,489","4,756","3,329","3,197","3,957",842,796,731,866,934,"1,861","1,885"
2020년12월_여_30~39세,"91,547","40,536","19,724","20,812","14,674","13,536","4,151","3,137","3,106","4,567",844,766,745,875,"1,035","1,781","1,794"
2020년12월_여_40~49세,"129,947","54,642","27,919","26,723","20,636","20,521","7,030","5,257","4,382","6,034","1,147","1,277","1,118","1,108","1,442","2,651","2,702"
2020년12월_여_50~59세,"144,634","53,977","29,514","24,463","20,925","24,133","8,496","6,395","6,258","6,764","1,965","1,885","1,615","2,019","2,051","4,133","4,018"
2020년12월_여_60~69세,"129,517","40,190","22,399","17,791","19,076","20,400","8,529","6,488","7,268","6,674","2,282","2,139","2,073","2,325","2,378","4,886","4,809"
2020년12월_여_70~79세,"95,185","24,487","13,268","11,219","12,584","13,576","7,626","5,695","6,419","4,981","2,067","1,963","1,770","2,399","2,476","4,778","4,364"
2020년12월_여_80~89세,"60,804","12,517","6,892","5,625","6,624","8,436","5,493","4,129","4,905","3,487","1,677","1,518","1,424","2,000","1,855","3,585","3,154"
2020년12월_여_90~99세,"10,612","2,147","1,234",913,"1,235","1,524",908,732,930,626,277,256,224,318,278,670,487
2020년12월_여_100세 이상,679,130,65,65,87,82,91,30,61,35,19,17,17,16,28,35,31
2021년01월_계_총인구수,"1,802,748","657,661","339,406","318,255","267,798","281,539","108,470","80,570","82,326","91,450","25,344","24,046","22,081","27,248","27,665","54,512","52,038"
2021년01월_계_연령구간인구수,"1,802,748","657,661","339,406","318,255","267,798","281,539","108,470","80,570","82,326","91,450","25,344","24,046","22,081","27,248","27,665","54,512","52,038"
2021년01월_계_0~9세,"127,540","53,808","24,573","29,235","20,765","18,961","6,294","4,960","4,267","6,824","1,261","1,199","1,147","1,339","1,496","2,683","2,536"
2021년01월_계_10~19세,"174,489","71,627","36,056","35,571","26,749","27,723","9,642","7,283","6,156","8,276","1,663","1,828","1,654","1,676","2,202","4,278","3,732"
2021년01월_계_20~29세,"211,009","92,972","49,474","43,498","29,742","35,938","10,630","7,589","7,199","8,921","1,939","1,771","1,649","2,069","2,059","4,268","4,263"
2021년01월_계_30~39세,"188,304","81,874","39,883","41,991","30,479","28,316","8,851","6,392","6,593","9,288","1,635","1,702","1,555","1,934","1,970","3,839","3,876"
2021년01월_계_40~49세,"267,631","106,862","53,230","53,632","43,418","41,770","14,755","10,700","9,983","13,563","2,723","2,871","2,568","2,823","3,289","6,190","6,116"
2021년01월_계_50~59세,"299,370","106,210","57,136","49,074","44,015","48,887","18,364","13,695","13,651","15,196","4,516","4,180","3,680","4,674","4,483","9,004","8,815"
2021년01월_계_60~69세,"257,255","77,369","42,655","34,714","37,821","40,689","17,025","13,007","14,619","13,963","4,887","4,421","4,238","5,000","4,843","9,713","9,660"
2021년01월_계_70~79세,"170,693","44,310","24,049","20,261","22,980","24,593","13,416","9,789","11,410","9,299","3,825","3,392","3,131","4,284","4,172","8,377","7,715"
2021년01월_계_80~89세,"91,787","19,671","10,682","8,989","10,121","12,523","8,208","6,160","7,164","5,269","2,497","2,325","2,141","2,995","2,744","5,298","4,671"
2021년01월_계_90~99세,"13,804","2,800","1,589","1,211","1,582","2,030","1,169",953,"1,209",807,370,335,296,432,380,825,616
2021년01월_계_100세 이상,866,158,79,79,126,109,116,42,75,44,28,22,22,22,27,37,38
2021년01월_남_총인구수,"896,115","323,623","165,246","158,377","135,311","140,158","53,748","39,507","40,808","46,960","12,798","11,979","11,002","13,938","13,457","26,953","25,873"
2021년01월_남_연령구간인구수,"896,115","323,623","165,246","158,377","135,311","140,158","53,748","39,507","40,808","46,960","12,798","11,979","11,002","13,938","13,457","26,953","25,873"
2021년01월_남_0~9세,"65,428","27,596","12,658","14,938","10,551","9,711","3,229","2,627","2,216","3,421",616,639,598,715,763,"1,416","1,330"
2021년01월_남_10~19세,"90,373","37,051","18,765","18,286","13,823","14,151","5,113","3,753","3,162","4,323",887,936,849,882,"1,142","2,337","1,964"
2021년01월_남_20~29세,"113,901","48,743","25,587","23,156","16,315","19,560","5,855","4,241","4,012","4,961","1,106",985,926,"1,224","1,143","2,431","2,399"
2021년01월_남_30~39세,"97,119","41,373","20,235","21,138","15,915","14,836","4,706","3,270","3,523","4,774",790,933,808,"1,070",957,"2,064","2,100"
2021년01월_남_40~49세,"137,909","52,331","25,422","26,909","22,806","21,320","7,748","5,463","5,586","7,511","1,580","1,598","1,449","1,715","1,864","3,512","3,426"
2021년01월_남_50~59세,"154,867","52,126","27,583","24,543","23,054","24,825","9,888","7,317","7,444","8,465","2,551","2,305","2,067","2,658","2,435","4,921","4,811"
2021년01월_남_60~69세,"127,079","36,926","20,140","16,786","18,624","20,189","8,442","6,481","7,339","7,235","2,592","2,280","2,164","2,688","2,462","4,815","4,842"
2021년01월_남_70~79세,"75,407","19,703","10,717","8,986","10,381","10,993","5,789","4,127","4,986","4,310","1,763","1,419","1,365","1,886","1,709","3,618","3,358"
2021년01월_남_80~89세,"30,798","7,111","3,777","3,334","3,470","4,080","2,702","1,998","2,260","1,779",815,803,704,990,883,"1,695","1,508"
2021년01월_남_90~99세,"3,055",633,346,287,335,468,254,219,265,173,89,76,68,104,99,143,129
2021년01월_남_100세 이상,179,30,16,14,37,25,22,11,15,8,9,5,4,6,0,1,6
2021년01월_여_총인구수,"906,633","334,038","174,160","159,878","132,487","141,381","54,722","41,063","41,518","44,490","12,546","12,067","11,079","13,310","14,208","27,559","26,165"
2021년01월_여_연령구간인구수,"906,633","334,038","174,160","159,878","132,487","141,381","54,722","41,063","41,518","44,490","12,546","12,067","11,079","13,310","14,208","27,559","26,165"
2021년01월_여_0~9세,"62,112","26,212","11,915","14,297","10,214","9,250","3,065","2,333","2,051","3,403",645,560,549,624,733,"1,267","1,206"
2021년01월_여_10~19세,"84,116","34,576","17,291","17,285","12,926","13,572","4,529","3,530","2,994","3,953",776,892,805,794,"1,060","1,941","1,768"
2021년01월_여_20~29세,"97,108","44,229","23,887","20,342","13,427","16,378","4,775","3,348","3,187","3,960",833,786,723,845,916,"1,837","1,864"
2021년01월_여_30~39세,"91,185","40,501","19,648","20,853","14,564","13,480","4,145","3,122","3,070","4,514",845,769,747,864,"1,013","1,775","1,776"
2021년01월_여_40~49세,"129,722","54,531","27,808","26,723","20,612","20,450","7,007","5,237","4,397","6,052","1,143","1,273","1,119","1,108","1,425","2,678","2,690"
2021년01월_여_50~59세,"144,503","54,084","29,553","24,531","20,961","24,062","8,476","6,378","6,207","6,731","1,965","1,875","1,613","2,016","2,048","4,083","4,004"
2021년01월_여_60~69세,"130,176","40,443","22,515","17,928","19,197","20,500","8,583","6,526","7,280","6,728","2,295","2,141","2,074","2,312","2,381","4,898","4,818"
2021년01월_여_70~79세,"95,286","24,607","13,332","11,275","12,599","13,600","7,627","5,662","6,424","4,989","2,062","1,973","1,766","2,398","2,463","4,759","4,357"
2021년01월_여_80~89세,"60,989","12,560","6,905","5,655","6,651","8,443","5,506","4,162","4,904","3,490","1,682","1,522","1,437","2,005","1,861","3,603","3,163"
2021년01월_여_90~99세,"10,749","2,167","1,243",924,"1,247","1,562",915,734,944,634,281,259,228,328,281,682,487
2021년01월_여_100세 이상,687,128,63,65,89,84,94,31,60,36,19,17,18,16,27,36,32
2021년02월_계_총인구수,"1,801,319","657,998","339,227","318,771","267,612","280,847","108,344","80,375","82,193","91,422","25,302","23,990","22,035","27,179","27,624","54,435","51,963"
2021년02월_계_연령구간인구수,"1,801,319","657,998","339,227","318,771","267,612","280,847","108,344","80,375","82,193","91,422","25,302","23,990","22,035","27,179","27,624","54,435","51,963"
2021년02월_계_0~9세,"126,814","53,634","24,439","29,195","20,672","18,791","6,244","4,916","4,235","6,760","1,248","1,177","1,130","1,341","1,479","2,656","2,531"
2021년02월_계_10~19세,"173,854","71,519","35,962","35,557","26,645","27,541","9,601","7,225","6,129","8,251","1,658","1,826","1,650","1,654","2,212","4,238","3,705"
2021년02월_계_20~29세,"210,027","92,825","49,301","43,524","29,647","35,665","10,536","7,536","7,137","8,895","1,913","1,744","1,633","2,031","2,043","4,204","4,218"
2021년02월_계_30~39세,"187,430","81,735","39,736","41,999","30,267","28,156","8,791","6,336","6,522","9,246","1,615","1,698","1,535","1,917","1,946","3,810","3,856"
2021년02월_계_40~49세,"267,394","106,958","53,225","53,733","43,375","41,636","14,737","10,655","9,977","13,544","2,716","2,855","2,552","2,811","3,277","6,188","6,113"
2021년02월_계_50~59세,"299,270","106,419","57,222","49,197","44,039","48,781","18,364","13,653","13,611","15,162","4,488","4,159","3,675","4,648","4,480","8,993","8,798"
2021년02월_계_60~69세,"258,628","77,735","42,816","34,919","38,025","40,896","17,144","13,071","14,673","14,069","4,934","4,458","4,253","5,027","4,864","9,795","9,684"
2021년02월_계_70~79세,"170,754","44,403","24,116","20,287","23,021","24,635","13,371","9,798","11,418","9,309","3,811","3,362","3,124","4,277","4,164","8,354","7,707"
2021년02월_계_80~89세,"92,346","19,780","10,727","9,053","10,195","12,584","8,257","6,192","7,200","5,316","2,525","2,352","2,159","3,017","2,753","5,328","4,688"
2021년02월_계_90~99세,"13,930","2,831","1,603","1,228","1,600","2,054","1,182",952,"1,217",824,367,336,301,433,378,830,625
2021년02월_계_100세 이상,872,159,80,79,126,108,117,41,74,46,27,23,23,23,28,39,38
2021년02월_남_총인구수,"895,485","323,761","165,112","158,649","135,263","139,818","53,690","39,409","40,756","46,951","12,773","11,968","10,987","13,910","13,437","26,924","25,838"
2021년02월_남_연령구간인구수,"895,485","323,761","165,112","158,649","135,263","139,818","53,690","39,409","40,756","46,951","12,773","11,968","10,987","13,910","13,437","26,924","25,838"
2021년02월_남_0~9세,"65,055","27,486","12,575","14,911","10,505","9,630","3,203","2,602","2,204","3,384",614,630,592,716,755,"1,406","1,328"
2021년02월_남_10~19세,"90,066","36,991","18,707","18,284","13,779","14,070","5,095","3,732","3,153","4,314",878,933,844,875,"1,145","2,312","1,945"
2021년02월_남_20~29세,"113,441","48,632","25,455","23,177","16,296","19,415","5,813","4,208","3,992","4,949","1,099",977,925,"1,200","1,139","2,413","2,383"
2021년02월_남_30~39세,"96,734","41,331","20,157","21,174","15,824","14,763","4,665","3,241","3,476","4,777",782,931,804,"1,065",943,"2,043","2,089"
2021년02월_남_40~49세,"137,729","52,381","25,469","26,912","22,766","21,243","7,742","5,438","5,582","7,481","1,573","1,590","1,438","1,705","1,854","3,506","3,430"
2021년02월_남_50~59세,"154,871","52,280","27,633","24,647","23,083","24,785","9,892","7,300","7,419","8,438","2,523","2,296","2,067","2,643","2,427","4,916","4,802"
2021년02월_남_60~69세,"127,800","37,081","20,195","16,886","18,719","20,284","8,509","6,509","7,386","7,305","2,621","2,306","2,168","2,711","2,478","4,867","4,856"
2021년02월_남_70~79세,"75,515","19,741","10,751","8,990","10,422","11,030","5,769","4,152","4,983","4,319","1,763","1,407","1,368","1,877","1,711","3,617","3,356"
2021년02월_남_80~89세,"31,000","7,162","3,797","3,365","3,490","4,103","2,723","1,997","2,283","1,798",824,815,706,"1,008",885,"1,701","1,505"
2021년02월_남_90~99세,"3,092",646,357,289,342,470,257,219,263,178,87,78,70,104,100,140,138
2021년02월_남_100세 이상,182,30,16,14,37,25,22,11,15,8,9,5,5,6,0,3,6
2021년02월_여_총인구수,"905,834","334,237","174,115","160,122","132,349","141,029","54,654","40,966","41,437","44,471","12,529","12,022","11,048","13,269","14,187","27,511","26,125"
