카테고리,경상남도 김해시,경상남도 김해시 진영읍,경상남도 김해시 주촌면,경상남도 김해시 진례면,경상남도 김해시 한림면,경상남도 김해시 생림면,경상남도 김해시 상동면,경상남도 김해시 대동면,경상남도 김해시 동상동,경상남도 김해시 회현동,경상남도 김해시 부원동,경상남도 김해시 내외동,경상남도 김해시 북부동,경상남도 김해시 칠산서부동,경상남도 김해시 활천동,경상남도 김해시 삼안동,경상남도 김해시 불암동,경상남도 김해시 장유1동,경상남도 김해시 장유2동,경상남도 김해시 장유3동
2021년04월_여_총인구수,"267,207","27,016","8,911","2,937","3,382","1,770","1,403","2,876","4,748","4,577","4,799","36,971","40,163","4,498","19,817","16,208","3,776","28,615","18,063","36,677"
2021년04월_여_연령구간인구수,"267,207","27,016","8,911","2,937","3,382","1,770","1,403","2,876","4,748","4,577","4,799","36,971","40,163","4,498","19,817","16,208","3,776","28,615","18,063","36,677"
2021년04월_여_0~9세,"23,585","3,100","1,382",95,84,30,31,82,266,284,264,"2,229","3,509",258,"1,204",749,242,"2,667","1,773","5,336"
2021년04월_여_10~19세,"29,175","2,925",615,140,118,57,66,95,352,262,300,"3,633","4,950",341,"1,818","1,430",376,"3,892","2,465","5,340"
2021년04월_여_20~29세,"31,111","2,365","1,043",211,210,115,104,154,573,463,628,"5,609","4,951",553,"2,751","2,514",451,"3,255","1,955","3,206"
2021년04월_여_30~39세,"33,089","4,148","1,945",240,203,94,77,155,531,579,536,"3,975","4,679",401,"1,972","1,284",355,"3,448","2,189","6,278"
2021년04월_여_40~49세,"49,144","5,046","1,416",284,242,135,117,233,661,577,659,"6,189","8,046",620,"3,122","2,459",604,"6,192","4,009","8,533"
2021년04월_여_50~59세,"47,358","4,001","1,351",607,657,361,316,496,941,849,"1,038","8,326","7,326",901,"4,313","3,719",773,"4,520","2,871","3,992"
2021년04월_여_60~69세,"29,521","3,068",680,640,842,439,368,795,793,803,794,"3,825","3,778",768,"2,653","2,246",556,"2,513","1,550","2,410"
2021년04월_여_70~79세,"14,961","1,433",251,403,529,308,186,504,400,499,379,"1,917","1,854",414,"1,266","1,107",275,"1,349",828,"1,059"
2021년04월_여_80~89세,"8,052",798,200,253,430,205,111,301,199,216,177,"1,134",930,214,641,624,124,686,360,449
2021년04월_여_90~99세,"1,171",129,28,64,66,26,24,60,32,40,22,127,134,27,77,74,17,89,63,72
2021년04월_여_100세 이상,40,3,0,0,1,0,3,1,0,5,2,7,6,1,0,2,3,4,0,2
2021년05월_계_총인구수,"540,423","55,708","18,240","6,440","7,452","3,799","3,134","5,913","9,740","9,155","9,887","73,728","80,454","9,560","40,198","33,117","7,630","57,054","36,360","72,854"
2021년05월_계_연령구간인구수,"540,423","55,708","18,240","6,440","7,452","3,799","3,134","5,913","9,740","9,155","9,887","73,728","80,454","9,560","40,198","33,117","7,630","57,054","36,360","72,854"
2021년05월_계_0~9세,"47,744","6,336","2,793",209,183,84,76,149,551,601,571,"4,657","7,148",535,"2,465","1,494",500,"5,220","3,524","10,648"
2021년05월_계_10~19세,"60,636","6,121","1,261",308,320,119,140,213,666,552,631,"7,441","10,402",725,"3,814","3,001",737,"8,009","5,126","11,050"
2021년05월_계_20~29세,"68,432","5,320","2,117",584,588,298,261,402,"1,306","1,038","1,389","12,273","10,835","1,223","5,982","5,690",998,"7,062","4,369","6,697"
2021년05월_계_30~39세,"67,980","8,548","3,953",522,569,253,213,380,"1,209","1,202","1,195","8,415","9,363",970,"4,290","2,909",768,"6,884","4,431","11,906"
2021년05월_계_40~49세,"97,435","10,907","2,986",762,695,352,326,545,"1,353","1,200","1,401","11,546","15,215","1,343","6,253","4,864","1,201","11,924","7,741","16,821"
2021년05월_계_50~59세,"97,472","8,315","2,736","1,434","1,547",806,713,"1,058","1,957","1,673","2,080","16,282","14,972","1,970","8,664","7,454","1,543","9,576","6,147","8,545"
2021년05월_계_60~69세,"60,840","6,159","1,590","1,410","1,845",974,823,"1,685","1,641","1,608","1,606","8,202","7,807","1,684","5,473","4,769","1,164","4,885","3,001","4,514"
2021년05월_계_70~79세,"26,618","2,645",496,742,"1,030",573,381,956,721,873,707,"3,175","3,185",750,"2,246","1,940",495,"2,358","1,413","1,932"
2021년05월_계_80~89세,"11,774","1,195",271,396,599,308,164,449,295,353,281,"1,565","1,359",329,912,902,195,"1,016",534,651
2021년05월_계_90~99세,"1,438",158,37,72,75,32,34,75,40,49,24,163,161,30,99,92,24,112,73,88
2021년05월_계_100세 이상,54,4,0,1,1,0,3,1,1,6,2,9,7,1,0,2,5,8,1,2
2021년05월_남_총인구수,"273,340","28,706","9,320","3,522","4,068","2,028","1,720","3,067","4,977","4,581","5,081","36,743","40,297","5,061","20,443","16,959","3,866","28,424","18,314","36,163"
2021년05월_남_연령구간인구수,"273,340","28,706","9,320","3,522","4,068","2,028","1,720","3,067","4,977","4,581","5,081","36,743","40,297","5,061","20,443","16,959","3,866","28,424","18,314","36,163"
2021년05월_남_0~9세,"24,353","3,282","1,413",118,93,53,47,70,291,315,304,"2,438","3,657",281,"1,274",756,260,"2,579","1,772","5,350"
2021년05월_남_10~19세,"31,468","3,168",651,168,190,63,73,118,317,292,333,"3,839","5,469",381,"2,004","1,583",361,"4,125","2,654","5,679"
2021년05월_남_20~29세,"37,345","2,966","1,069",378,382,186,152,253,727,575,761,"6,652","5,905",672,"3,235","3,186",555,"3,792","2,407","3,492"
2021년05월_남_30~39세,"35,043","4,428","2,005",290,370,157,136,228,675,624,662,"4,430","4,704",569,"2,336","1,635",418,"3,443","2,258","5,675"
2021년05월_남_40~49세,"48,458","5,851","1,578",478,453,215,209,319,693,628,742,"5,406","7,190",731,"3,153","2,427",595,"5,766","3,753","8,271"
2021년05월_남_50~59세,"49,983","4,322","1,378",834,895,448,396,566,"1,019",829,"1,039","7,941","7,615","1,070","4,352","3,724",774,"5,018","3,248","4,515"
2021년05월_남_60~69세,"31,095","3,060",898,768,"1,005",530,450,896,836,804,809,"4,312","3,986",902,"2,824","2,523",606,"2,338","1,452","2,096"
2021년05월_남_70~79세,"11,645","1,210",244,340,497,268,196,459,317,369,328,"1,260","1,331",337,973,829,220,"1,008",588,871
2021년05월_남_80~89세,"3,682",391,78,139,175,103,53,143,95,135,101,431,410,114,271,278,68,330,170,197
2021년05월_남_90~99세,255,27,6,9,8,5,8,15,6,9,2,32,30,4,21,17,7,21,11,17
2021년05월_남_100세 이상,13,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년05월_여_총인구수,"267,083","27,002","8,920","2,918","3,384","1,771","1,414","2,846","4,763","4,574","4,806","36,985","40,157","4,499","19,755","16,158","3,764","28,630","18,046","36,691"
2021년05월_여_연령구간인구수,"267,083","27,002","8,920","2,918","3,384","1,771","1,414","2,846","4,763","4,574","4,806","36,985","40,157","4,499","19,755","16,158","3,764","28,630","18,046","36,691"
2021년05월_여_0~9세,"23,391","3,054","1,380",91,90,31,29,79,260,286,267,"2,219","3,491",254,"1,191",738,240,"2,641","1,752","5,298"
2021년05월_여_10~19세,"29,168","2,953",610,140,130,56,67,95,349,260,298,"3,602","4,933",344,"1,810","1,418",376,"3,884","2,472","5,371"
2021년05월_여_20~29세,"31,087","2,354","1,048",206,206,112,109,149,579,463,628,"5,621","4,930",551,"2,747","2,504",443,"3,270","1,962","3,205"
2021년05월_여_30~39세,"32,937","4,120","1,948",232,199,96,77,152,534,578,533,"3,985","4,659",401,"1,954","1,274",350,"3,441","2,173","6,231"
2021년05월_여_40~49세,"48,977","5,056","1,408",284,242,137,117,226,660,572,659,"6,140","8,025",612,"3,100","2,437",606,"6,158","3,988","8,550"
2021년05월_여_50~59세,"47,489","3,993","1,358",600,652,358,317,492,938,844,"1,041","8,341","7,357",900,"4,312","3,730",769,"4,558","2,899","4,030"
2021년05월_여_60~69세,"29,745","3,099",692,642,840,444,373,789,805,804,797,"3,890","3,821",782,"2,649","2,246",558,"2,547","1,549","2,418"
2021년05월_여_70~79세,"14,973","1,435",252,402,533,305,185,497,404,504,379,"1,915","1,854",413,"1,273","1,111",275,"1,350",825,"1,061"
2021년05월_여_80~89세,"8,092",804,193,257,424,205,111,306,200,218,180,"1,134",949,215,641,624,127,686,364,454
2021년05월_여_90~99세,"1,183",131,31,63,67,27,26,60,34,40,22,131,131,26,78,75,17,91,62,71
2021년05월_여_100세 이상,41,3,0,1,1,0,3,1,0,5,2,7,7,1,0,1,3,4,0,2
2021년06월_계_총인구수,"539,841","55,651","18,197","6,433","7,421","3,806","3,118","5,847","9,747","9,112","9,875","73,658","80,359","9,559","40,171","33,069","7,607","57,078","36,313","72,820"
2021년06월_계_연령구간인구수,"539,841","55,651","18,197","6,433","7,421","3,806","3,118","5,847","9,747","9,112","9,875","73,658","80,359","9,559","40,171","33,069","7,607","57,078","36,313","72,820"
2021년06월_계_0~9세,"47,416","6,295","2,793",207,178,81,75,141,557,600,566,"4,614","7,097",542,"2,443","1,483",489,"5,186","3,477","10,592"
2021년06월_계_10~19세,"60,511","6,127","1,256",311,316,119,137,211,664,537,634,"7,382","10,358",726,"3,803","2,991",722,"8,018","5,134","11,065"
2021년06월_계_20~29세,"68,290","5,305","2,081",578,592,298,257,390,"1,298","1,040","1,372","12,278","10,825","1,220","5,966","5,659",999,"7,071","4,356","6,705"
2021년06월_계_30~39세,"67,638","8,489","3,948",515,559,253,214,368,"1,210","1,190","1,194","8,420","9,326",970,"4,275","2,931",771,"6,860","4,380","11,765"
2021년06월_계_40~49세,"97,280","10,913","2,979",773,694,349,318,539,"1,355","1,195","1,391","11,501","15,166","1,339","6,248","4,823","1,197","11,907","7,755","16,838"
2021년06월_계_50~59세,"97,437","8,320","2,732","1,417","1,535",799,705,"1,045","1,945","1,658","2,093","16,244","14,989","1,956","8,639","7,410","1,542","9,610","6,177","8,621"
2021년06월_계_60~69세,"61,286","6,192","1,600","1,419","1,854",988,827,"1,679","1,661","1,616","1,603","8,282","7,874","1,690","5,522","4,827","1,165","4,927","3,018","4,542"
2021년06월_계_70~79세,"26,664","2,648",501,740,"1,022",580,381,950,719,871,716,"3,188","3,183",756,"2,265","1,939",499,"2,360","1,408","1,938"
2021년06월_계_80~89세,"11,810","1,195",272,400,595,307,169,447,297,349,280,"1,576","1,370",329,912,911,194,"1,014",530,663
2021년06월_계_90~99세,"1,457",164,35,72,75,32,32,76,40,50,24,164,164,30,98,93,24,118,77,89
2021년06월_계_100세 이상,52,3,0,1,1,0,3,1,1,6,2,9,7,1,0,2,5,7,1,2
2021년06월_남_총인구수,"273,017","28,675","9,296","3,520","4,050","2,030","1,711","3,035","4,991","4,557","5,069","36,715","40,222","5,052","20,447","16,933","3,857","28,448","18,275","36,134"
2021년06월_남_연령구간인구수,"273,017","28,675","9,296","3,520","4,050","2,030","1,711","3,035","4,991","4,557","5,069","36,715","40,222","5,052","20,447","16,933","3,857","28,448","18,275","36,134"
2021년06월_남_0~9세,"24,189","3,262","1,410",117,91,51,46,66,297,315,299,"2,419","3,627",286,"1,263",748,252,"2,559","1,748","5,333"
2021년06월_남_10~19세,"31,387","3,173",649,169,185,63,72,119,318,283,338,"3,808","5,442",381,"1,998","1,583",349,"4,125","2,652","5,680"
2021년06월_남_20~29세,"37,269","2,961","1,055",376,385,184,150,245,720,578,752,"6,655","5,900",669,"3,222","3,170",559,"3,805","2,395","3,488"
2021년06월_남_30~39세,"34,891","4,407","2,006",293,359,155,133,220,682,614,658,"4,441","4,683",562,"2,343","1,648",420,"3,434","2,227","5,606"
2021년06월_남_40~49세,"48,376","5,844","1,571",480,456,212,204,319,696,629,735,"5,386","7,164",727,"3,156","2,409",596,"5,768","3,757","8,267"
2021년06월_남_50~59세,"49,957","4,328","1,368",826,891,444,394,559,"1,013",819,"1,047","7,921","7,615","1,059","4,333","3,695",776,"5,034","3,268","4,567"
2021년06월_남_60~69세,"31,318","3,077",905,771,"1,009",541,455,891,846,809,805,"4,348","4,020",908,"2,855","2,550",608,"2,354","1,461","2,105"
2021년06월_남_70~79세,"11,675","1,205",248,339,495,272,196,457,316,367,333,"1,271","1,326",342,984,833,220,"1,012",584,875
2021년06월_남_80~89세,"3,684",391,78,140,171,103,54,144,95,134,100,432,414,114,272,278,68,329,171,196
2021년06월_남_90~99세,259,27,6,9,8,5,7,15,7,8,2,32,31,4,21,18,7,24,11,17
2021년06월_남_100세 이상,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년06월_여_총인구수,"266,824","26,976","8,901","2,913","3,371","1,776","1,407","2,812","4,756","4,555","4,806","36,943","40,137","4,507","19,724","16,136","3,750","28,630","18,038","36,686"
2021년06월_여_연령구간인구수,"266,824","26,976","8,901","2,913","3,371","1,776","1,407","2,812","4,756","4,555","4,806","36,943","40,137","4,507","19,724","16,136","3,750","28,630","18,038","36,686"
2021년06월_여_0~9세,"23,227","3,033","1,383",90,87,30,29,75,260,285,267,"2,195","3,470",256,"1,180",735,237,"2,627","1,729","5,259"
2021년06월_여_10~19세,"29,124","2,954",607,142,131,56,65,92,346,254,296,"3,574","4,916",345,"1,805","1,408",373,"3,893","2,482","5,385"
2021년06월_여_20~29세,"31,021","2,344","1,026",202,207,114,107,145,578,462,620,"5,623","4,925",551,"2,744","2,489",440,"3,266","1,961","3,217"
2021년06월_여_30~39세,"32,747","4,082","1,942",222,200,98,81,148,528,576,536,"3,979","4,643",408,"1,932","1,283",351,"3,426","2,153","6,159"
2021년06월_여_40~49세,"48,904","5,069","1,408",293,238,137,114,220,659,566,656,"6,115","8,002",612,"3,092","2,414",601,"6,139","3,998","8,571"
2021년06월_여_50~59세,"47,480","3,992","1,364",591,644,355,311,486,932,839,"1,046","8,323","7,374",897,"4,306","3,715",766,"4,576","2,909","4,054"
2021년06월_여_60~69세,"29,968","3,115",695,648,845,447,372,788,815,807,798,"3,934","3,854",782,"2,667","2,277",557,"2,573","1,557","2,437"
2021년06월_여_70~79세,"14,989","1,443",253,401,527,308,185,493,403,504,383,"1,917","1,857",414,"1,281","1,106",279,"1,348",824,"1,063"
2021년06월_여_80~89세,"8,126",804,194,260,424,204,115,303,202,215,180,"1,144",956,215,640,633,126,685,359,467
2021년06월_여_90~99세,"1,198",137,29,63,67,27,25,61,33,42,22,132,133,26,77,75,17,94,66,72
2021년06월_여_100세 이상,40,3,0,1,1,0,3,1,0,5,2,7,7,1,0,1,3,3,0,2
2021년07월_계_총인구수,"539,477","55,691","18,185","6,439","7,430","3,800","3,132","5,830","9,735","9,067","9,855","73,606","80,289","9,551","40,176","32,943","7,593","57,033","36,318","72,804"
2021년07월_계_연령구간인구수,"539,477","55,691","18,185","6,439","7,430","3,800","3,132","5,830","9,735","9,067","9,855","73,606","80,289","9,551","40,176","32,943","7,593","57,033","36,318","72,804"
2021년07월_계_0~9세,"47,144","6,255","2,793",203,180,80,75,138,554,591,567,"4,578","7,051",534,"2,436","1,471",481,"5,164","3,448","10,545"
2021년07월_계_10~19세,"60,454","6,163","1,265",311,326,120,137,210,657,540,631,"7,367","10,316",727,"3,781","2,960",728,"8,004","5,109","11,102"
2021년07월_계_20~29세,"68,134","5,314","2,049",575,591,295,261,377,"1,305","1,016","1,365","12,227","10,817","1,211","5,974","5,645","1,003","7,050","4,366","6,693"
2021년07월_계_30~39세,"67,350","8,429","3,938",508,555,252,217,373,"1,197","1,193","1,183","8,428","9,300",958,"4,270","2,907",753,"6,834","4,376","11,679"
2021년07월_계_40~49세,"96,996","10,910","2,997",773,697,345,315,536,"1,346","1,185","1,375","11,470","15,094","1,328","6,208","4,775","1,193","11,867","7,715","16,867"
2021년07월_계_50~59세,"97,598","8,356","2,724","1,406","1,523",796,709,"1,036","1,943","1,653","2,086","16,230","15,046","1,970","8,644","7,379","1,555","9,663","6,228","8,651"
2021년07월_계_60~69세,"61,716","6,233","1,606","1,440","1,864",995,834,"1,685","1,671","1,617","1,614","8,359","7,940","1,698","5,569","4,854","1,164","4,953","3,046","4,574"
2021년07월_계_70~79세,"26,694","2,651",508,745,"1,020",579,379,948,719,865,721,"3,195","3,183",759,"2,279","1,943",496,"2,359","1,409","1,936"
2021년07월_계_80~89세,"11,880","1,213",272,404,597,306,169,451,303,353,287,"1,580","1,367",333,917,912,192,"1,017",539,668
2021년07월_계_90~99세,"1,460",164,33,73,76,32,33,75,39,48,25,163,168,32,98,95,23,115,81,87
2021년07월_계_100세 이상,51,3,0,1,1,0,3,1,1,6,1,9,7,1,0,2,5,7,1,2
2021년07월_남_총인구수,"272,845","28,690","9,296","3,526","4,054","2,028","1,721","3,030","4,972","4,537","5,057","36,690","40,201","5,055","20,446","16,868","3,857","28,399","18,281","36,137"
2021년07월_남_연령구간인구수,"272,845","28,690","9,296","3,526","4,054","2,028","1,721","3,030","4,972","4,537","5,057","36,690","40,201","5,055","20,446","16,868","3,857","28,399","18,281","36,137"
2021년07월_남_0~9세,"24,075","3,242","1,405",117,93,52,46,65,297,312,297,"2,395","3,607",287,"1,257",748,250,"2,540","1,736","5,329"
2021년07월_남_10~19세,"31,313","3,193",653,170,190,64,72,118,313,283,335,"3,799","5,412",383,"1,986","1,558",353,"4,113","2,635","5,683"
2021년07월_남_20~29세,"37,207","2,962","1,044",370,382,183,154,238,724,565,745,"6,634","5,897",669,"3,232","3,163",560,"3,792","2,405","3,488"
2021년07월_남_30~39세,"34,747","4,363","2,002",289,362,151,136,225,674,619,652,"4,459","4,679",555,"2,337","1,631",410,"3,406","2,232","5,565"
2021년07월_남_40~49세,"48,228","5,841","1,584",486,456,211,201,316,685,622,727,"5,384","7,137",723,"3,140","2,386",593,"5,735","3,731","8,270"
2021년07월_남_50~59세,"50,028","4,357","1,358",818,884,446,399,554,"1,010",817,"1,048","7,888","7,640","1,068","4,327","3,681",787,"5,066","3,294","4,586"
2021년07월_남_60~69세,"31,555","3,100",914,780,"1,013",542,459,895,848,807,812,"4,394","4,049",906,"2,880","2,568",609,"2,377","1,480","2,122"
2021년07월_남_70~79세,"11,709","1,209",253,344,496,273,192,457,317,365,335,"1,272","1,334",343,992,838,216,"1,011",582,880
2021년07월_남_80~89세,"3,710",395,77,143,170,103,55,146,96,138,103,433,414,117,274,275,70,331,173,197
2021년07월_남_90~99세,261,28,6,9,8,3,7,16,7,8,3,30,32,4,21,19,7,24,12,17
2021년07월_남_100세 이상,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년07월_여_총인구수,"266,632","27,001","8,889","2,913","3,376","1,772","1,411","2,800","4,763","4,530","4,798","36,916","40,088","4,496","19,730","16,075","3,736","28,634","18,037","36,667"
2021년07월_여_연령구간인구수,"266,632","27,001","8,889","2,913","3,376","1,772","1,411","2,800","4,763","4,530","4,798","36,916","40,088","4,496","19,730","16,075","3,736","28,634","18,037","36,667"
2021년07월_여_0~9세,"23,069","3,013","1,388",86,87,28,29,73,257,279,270,"2,183","3,444",247,"1,179",723,231,"2,624","1,712","5,216"
2021년07월_여_10~19세,"29,141","2,970",612,141,136,56,65,92,344,257,296,"3,568","4,904",344,"1,795","1,402",375,"3,891","2,474","5,419"
2021년07월_여_20~29세,"30,927","2,352","1,005",205,209,112,107,139,581,451,620,"5,593","4,920",542,"2,742","2,482",443,"3,258","1,961","3,205"
2021년07월_여_30~39세,"32,603","4,066","1,936",219,193,101,81,148,523,574,531,"3,969","4,621",403,"1,933","1,276",343,"3,428","2,144","6,114"
2021년07월_여_40~49세,"48,768","5,069","1,413",287,241,134,114,220,661,563,648,"6,086","7,957",605,"3,068","2,389",600,"6,132","3,984","8,597"
2021년07월_여_50~59세,"47,570","3,999","1,366",588,639,350,310,482,933,836,"1,038","8,342","7,406",902,"4,317","3,698",768,"4,597","2,934","4,065"
2021년07월_여_60~69세,"30,161","3,133",692,660,851,453,375,790,823,810,802,"3,965","3,891",792,"2,689","2,286",555,"2,576","1,566","2,452"
2021년07월_여_70~79세,"14,985","1,442",255,401,524,306,187,491,402,500,386,"1,923","1,849",416,"1,287","1,105",280,"1,348",827,"1,056"
2021년07월_여_80~89세,"8,170",818,195,261,427,203,114,305,207,215,184,"1,147",953,216,643,637,122,686,366,471
2021년07월_여_90~99세,"1,199",136,27,64,68,29,26,59,32,40,22,133,136,28,77,76,16,91,69,70
2021년07월_여_100세 이상,39,3,0,1,1,0,3,1,0,5,1,7,7,1,0,1,3,3,0,2
2021년08월_계_총인구수,"539,226","55,726","18,307","6,403","7,396","3,797","3,135","5,806","9,719","9,064","9,869","73,516","80,178","9,539","40,107","32,925","7,579","57,007","36,292","72,861"
2021년08월_계_연령구간인구수,"539,226","55,726","18,307","6,403","7,396","3,797","3,135","5,806","9,719","9,064","9,869","73,516","80,178","9,539","40,107","32,925","7,579","57,007","36,292","72,861"
2021년08월_계_0~9세,"46,889","6,234","2,817",200,176,79,76,139,544,586,565,"4,544","6,996",528,"2,413","1,450",481,"5,122","3,416","10,523"
2021년08월_계_10~19세,"60,425","6,182","1,264",306,322,118,137,204,656,541,628,"7,330","10,331",725,"3,775","2,955",723,"7,983","5,125","11,120"
2021년08월_계_20~29세,"67,824","5,290","2,043",568,584,295,260,378,"1,293","1,019","1,370","12,173","10,747","1,200","5,942","5,646",993,"7,005","4,368","6,650"
2021년08월_계_30~39세,"67,193","8,404","3,964",499,551,248,220,369,"1,200","1,180","1,188","8,430","9,268",950,"4,249","2,895",761,"6,812","4,368","11,637"
2021년08월_계_40~49세,"96,748","10,901","3,014",773,694,343,316,530,"1,339","1,191","1,372","11,393","15,036","1,327","6,174","4,740","1,182","11,858","7,665","16,900"
2021년08월_계_50~59세,"97,863","8,390","2,765","1,383","1,507",790,712,"1,030","1,942","1,650","2,079","16,231","15,086","1,972","8,663","7,394","1,550","9,731","6,249","8,739"
2021년08월_계_60~69세,"62,064","6,273","1,624","1,443","1,872","1,006",836,"1,680","1,674","1,617","1,630","8,464","7,971","1,704","5,585","4,878","1,172","4,975","3,055","4,605"
2021년08월_계_70~79세,"26,761","2,654",510,754,"1,013",579,373,944,724,870,724,"3,195","3,194",766,"2,284","1,944",498,"2,377","1,424","1,934"
2021년08월_계_80~89세,"11,936","1,226",273,403,601,305,168,455,309,356,287,"1,583","1,375",333,924,924,191,"1,020",539,664
2021년08월_계_90~99세,"1,471",169,33,73,75,34,34,76,37,48,25,164,167,33,97,97,23,117,82,87
2021년08월_계_100세 이상,52,3,0,1,1,0,3,1,1,6,1,9,7,1,1,2,5,7,1,2
2021년08월_남_총인구수,"272,767","28,706","9,357","3,513","4,037","2,020","1,728","3,019","4,967","4,536","5,068","36,628","40,148","5,053","20,396","16,883","3,858","28,392","18,281","36,177"
2021년08월_남_연령구간인구수,"272,767","28,706","9,357","3,513","4,037","2,020","1,728","3,019","4,967","4,536","5,068","36,628","40,148","5,053","20,396","16,883","3,858","28,392","18,281","36,177"
2021년08월_남_0~9세,"23,963","3,245","1,415",116,90,52,46,65,289,309,298,"2,380","3,581",285,"1,248",739,252,"2,517","1,716","5,320"
2021년08월_남_10~19세,"31,293","3,189",649,166,186,64,71,114,312,284,332,"3,784","5,420",378,"1,976","1,560",353,"4,104","2,645","5,706"
2021년08월_남_20~29세,"37,067","2,952","1,047",371,380,179,156,237,719,570,747,"6,604","5,847",663,"3,217","3,181",555,"3,768","2,416","3,458"
2021년08월_남_30~39세,"34,684","4,337","2,021",288,358,148,137,222,676,603,656,"4,448","4,689",553,"2,315","1,620",416,"3,409","2,242","5,546"
2021년08월_남_40~49세,"48,083","5,832","1,587",485,454,210,200,312,684,630,729,"5,353","7,100",723,"3,130","2,373",586,"5,715","3,693","8,287"
2021년08월_남_50~59세,"50,209","4,393","1,380",803,876,445,405,551,"1,009",818,"1,047","7,887","7,660","1,071","4,325","3,688",790,"5,119","3,309","4,633"
2021년08월_남_60~69세,"31,713","3,123",920,785,"1,016",545,460,896,850,805,819,"4,438","4,055",911,"2,893","2,584",612,"2,381","1,485","2,135"
2021년08월_남_70~79세,"11,745","1,204",255,345,498,270,189,459,322,370,330,"1,275","1,341",349,996,838,217,"1,022",587,878
2021년08월_남_80~89세,"3,728",403,77,143,172,103,57,147,98,138,107,426,421,116,275,279,68,328,174,196
2021년08월_남_90~99세,270,28,6,11,7,4,7,16,7,8,3,31,34,4,21,20,7,25,13,18
2021년08월_남_100세 이상,12,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,2,4,1,0
2021년08월_여_총인구수,"266,459","27,020","8,950","2,890","3,359","1,777","1,407","2,787","4,752","4,528","4,801","36,888","40,030","4,486","19,711","16,042","3,721","28,615","18,011","36,684"
2021년08월_여_연령구간인구수,"266,459","27,020","8,950","2,890","3,359","1,777","1,407","2,787","4,752","4,528","4,801","36,888","40,030","4,486","19,711","16,042","3,721","28,615","18,011","36,684"
2021년08월_여_0~9세,"22,926","2,989","1,402",84,86,27,30,74,255,277,267,"2,164","3,415",243,"1,165",711,229,"2,605","1,700","5,203"
2021년08월_여_10~19세,"29,132","2,993",615,140,136,54,66,90,344,257,296,"3,546","4,911",347,"1,799","1,395",370,"3,879","2,480","5,414"
2021년08월_여_20~29세,"30,757","2,338",996,197,204,116,104,141,574,449,623,"5,569","4,900",537,"2,725","2,465",438,"3,237","1,952","3,192"
2021년08월_여_30~39세,"32,509","4,067","1,943",211,193,100,83,147,524,577,532,"3,982","4,579",397,"1,934","1,275",345,"3,403","2,126","6,091"
2021년08월_여_40~49세,"48,665","5,069","1,427",288,240,133,116,218,655,561,643,"6,040","7,936",604,"3,044","2,367",596,"6,143","3,972","8,613"
2021년08월_여_50~59세,"47,654","3,997","1,385",580,631,345,307,479,933,832,"1,032","8,344","7,426",901,"4,338","3,706",760,"4,612","2,940","4,106"
2021년08월_여_60~69세,"30,351","3,150",704,658,856,461,376,784,824,812,811,"4,026","3,916",793,"2,692","2,294",560,"2,594","1,570","2,470"
2021년08월_여_70~79세,"15,016","1,450",255,409,515,309,184,485,402,500,394,"1,920","1,853",417,"1,288","1,106",281,"1,355",837,"1,056"
2021년08월_여_80~89세,"8,208",823,196,260,429,202,111,308,211,218,180,"1,157",954,217,649,645,123,692,365,468
2021년08월_여_90~99세,"1,201",141,27,62,68,30,27,60,30,40,22,133,133,29,76,77,16,92,69,69
2021년08월_여_100세 이상,40,3,0,1,1,0,3,1,0,5,1,7,7,1,1,1,3,3,0,2
2021년09월_계_총인구수,"538,781","55,797","18,433","6,391","7,369","3,802","3,147","5,769","9,687","9,053","9,858","73,427","80,120","9,524","40,043","32,817","7,559","56,961","36,250","72,774"
2021년09월_계_연령구간인구수,"538,781","55,797","18,433","6,391","7,369","3,802","3,147","5,769","9,687","9,053","9,858","73,427","80,120","9,524","40,043","32,817","7,559","56,961","36,250","72,774"
2021년09월_계_0~9세,"46,605","6,226","2,845",199,180,84,74,136,530,580,554,"4,524","6,965",524,"2,396","1,424",473,"5,091","3,376","10,424"
2021년09월_계_10~19세,"60,361","6,212","1,275",305,314,120,139,205,649,542,627,"7,287","10,311",717,"3,761","2,913",727,"7,971","5,117","11,169"
2021년09월_계_20~29세,"67,442","5,234","2,053",559,564,288,259,363,"1,284","1,021","1,370","12,127","10,696","1,196","5,895","5,636",986,"6,961","4,343","6,607"
2021년09월_계_30~39세,"67,038","8,409","3,961",502,550,246,226,368,"1,198","1,170","1,185","8,443","9,253",943,"4,239","2,885",750,"6,813","4,340","11,557"
2021년09월_계_40~49세,"96,468","10,933","3,043",773,697,341,321,520,"1,316","1,181","1,361","11,335","14,963","1,322","6,138","4,683","1,171","11,825","7,656","16,889"
2021년09월_계_50~59세,"98,164","8,418","2,788","1,373","1,501",789,711,"1,022","1,943","1,651","2,078","16,235","15,155","1,977","8,680","7,392","1,561","9,772","6,290","8,828"
