카테고리,충청북도 영동군,충청북도 영동군 영동읍,충청북도 영동군 용산면,충청북도 영동군 황간면,충청북도 영동군 추풍령면,충청북도 영동군 매곡면,충청북도 영동군 상촌면,충청북도 영동군 양강면,충청북도 영동군 용화면,충청북도 영동군 학산면,충청북도 영동군 양산면,충청북도 영동군 심천면
2021년06월_여_100세 이상,10,3,2,0,0,1,1,0,1,2,0,0
2021년07월_계_총인구수,"46,261","20,296","3,248","4,265","2,236","1,906","2,346","3,173",986,"2,778","1,828","3,199"
2021년07월_계_연령구간인구수,"46,261","20,296","3,248","4,265","2,236","1,906","2,346","3,173",986,"2,778","1,828","3,199"
2021년07월_계_0~9세,"2,196","1,467",88,158,43,50,64,102,26,71,34,93
2021년07월_계_10~19세,"3,240","1,965",153,293,101,89,104,169,51,103,79,133
2021년07월_계_20~29세,"4,043","2,447",216,271,138,107,106,294,40,146,99,179
2021년07월_계_30~39세,"3,069","1,865",160,249,86,73,93,161,31,116,64,171
2021년07월_계_40~49세,"5,057","2,903",288,405,205,150,174,257,69,185,164,257
2021년07월_계_50~59세,"8,102","3,440",619,762,429,333,375,609,193,462,327,553
2021년07월_계_60~69세,"9,648","3,123",843,"1,023",550,488,620,732,249,769,428,823
2021년07월_계_70~79세,"6,400","1,956",487,653,403,320,462,498,174,512,355,580
2021년07월_계_80~89세,"3,964","1,014",346,409,244,263,294,318,134,350,227,365
2021년07월_계_90~99세,528,112,46,42,36,32,51,33,18,62,51,45
2021년07월_계_100세 이상,14,4,2,0,1,1,3,0,1,2,0,0
2021년07월_남_총인구수,"23,068","10,028","1,656","2,146","1,110",946,"1,153","1,623",491,"1,399",911,"1,605"
2021년07월_남_연령구간인구수,"23,068","10,028","1,656","2,146","1,110",946,"1,153","1,623",491,"1,399",911,"1,605"
2021년07월_남_0~9세,"1,119",736,46,89,22,25,27,44,15,43,23,49
2021년07월_남_10~19세,"1,684","1,020",76,154,52,47,62,97,28,43,39,66
2021년07월_남_20~29세,"2,288","1,318",118,157,81,68,64,194,21,98,59,110
2021년07월_남_30~39세,"1,627",946,101,133,48,43,51,91,20,62,43,89
2021년07월_남_40~49세,"2,738","1,474",158,229,119,94,102,152,39,119,98,154
2021년07월_남_50~59세,"4,325","1,778",340,418,233,181,215,333,112,253,171,291
2021년07월_남_60~69세,"4,974","1,553",454,530,273,251,324,382,138,396,240,433
2021년07월_남_70~79세,"2,822",838,241,281,188,138,201,214,70,238,147,266
2021년07월_남_80~89세,"1,369",344,111,148,85,91,97,108,43,133,78,131
2021년07월_남_90~99세,118,20,11,7,8,8,8,8,5,14,13,16
2021년07월_남_100세 이상,4,1,0,0,1,0,2,0,0,0,0,0
2021년07월_여_총인구수,"23,193","10,268","1,592","2,119","1,126",960,"1,193","1,550",495,"1,379",917,"1,594"
2021년07월_여_연령구간인구수,"23,193","10,268","1,592","2,119","1,126",960,"1,193","1,550",495,"1,379",917,"1,594"
2021년07월_여_0~9세,"1,077",731,42,69,21,25,37,58,11,28,11,44
2021년07월_여_10~19세,"1,556",945,77,139,49,42,42,72,23,60,40,67
2021년07월_여_20~29세,"1,755","1,129",98,114,57,39,42,100,19,48,40,69
2021년07월_여_30~39세,"1,442",919,59,116,38,30,42,70,11,54,21,82
2021년07월_여_40~49세,"2,319","1,429",130,176,86,56,72,105,30,66,66,103
2021년07월_여_50~59세,"3,777","1,662",279,344,196,152,160,276,81,209,156,262
2021년07월_여_60~69세,"4,674","1,570",389,493,277,237,296,350,111,373,188,390
2021년07월_여_70~79세,"3,578","1,118",246,372,215,182,261,284,104,274,208,314
2021년07월_여_80~89세,"2,595",670,235,261,159,172,197,210,91,217,149,234
2021년07월_여_90~99세,410,92,35,35,28,24,43,25,13,48,38,29
2021년07월_여_100세 이상,10,3,2,0,0,1,1,0,1,2,0,0
2021년08월_계_총인구수,"46,139","20,231","3,239","4,253","2,232","1,899","2,344","3,171",984,"2,766","1,833","3,187"
2021년08월_계_연령구간인구수,"46,139","20,231","3,239","4,253","2,232","1,899","2,344","3,171",984,"2,766","1,833","3,187"
2021년08월_계_0~9세,"2,177","1,455",89,157,41,51,62,98,27,71,35,91
2021년08월_계_10~19세,"3,235","1,958",154,295,100,87,103,172,51,102,81,132
2021년08월_계_20~29세,"3,991","2,413",215,267,139,106,104,292,41,143,95,176
2021년08월_계_30~39세,"3,049","1,853",157,246,84,73,93,158,29,117,66,173
2021년08월_계_40~49세,"5,015","2,901",284,399,201,145,168,255,68,182,161,251
2021년08월_계_50~59세,"8,076","3,422",616,762,427,332,374,608,192,458,332,553
2021년08월_계_60~69세,"9,690","3,149",846,"1,022",550,486,632,738,250,767,425,825
2021년08월_계_70~79세,"6,390","1,949",486,651,405,321,457,501,172,511,357,580
2021년08월_계_80~89세,"3,970","1,017",342,410,247,265,296,318,136,350,230,359
2021년08월_계_90~99세,532,111,48,44,36,32,53,31,17,63,51,46
2021년08월_계_100세 이상,14,3,2,0,2,1,2,0,1,2,0,1
2021년08월_남_총인구수,"23,006","10,002","1,647","2,138","1,107",943,"1,149","1,623",488,"1,393",914,"1,602"
2021년08월_남_연령구간인구수,"23,006","10,002","1,647","2,138","1,107",943,"1,149","1,623",488,"1,393",914,"1,602"
2021년08월_남_0~9세,"1,107",729,46,87,20,26,26,44,15,43,23,48
2021년08월_남_10~19세,"1,682","1,018",75,156,51,46,61,98,28,42,40,67
2021년08월_남_20~29세,"2,262","1,306",118,156,81,67,61,193,22,95,57,106
2021년08월_남_30~39세,"1,619",943,98,131,46,44,51,91,18,64,43,90
2021년08월_남_40~49세,"2,707","1,468",155,223,119,90,98,153,38,116,98,149
2021년08월_남_50~59세,"4,316","1,773",340,417,234,180,219,330,111,250,172,290
2021년08월_남_60~69세,"4,993","1,562",454,531,272,252,327,382,139,399,240,435
2021년08월_남_70~79세,"2,828",837,241,283,189,139,200,218,69,235,148,269
2021년08월_남_80~89세,"1,373",346,110,147,86,91,97,107,44,135,80,130
2021년08월_남_90~99세,116,20,10,7,8,8,8,7,4,14,13,17
2021년08월_남_100세 이상,3,0,0,0,1,0,1,0,0,0,0,1
2021년08월_여_총인구수,"23,133","10,229","1,592","2,115","1,125",956,"1,195","1,548",496,"1,373",919,"1,585"
2021년08월_여_연령구간인구수,"23,133","10,229","1,592","2,115","1,125",956,"1,195","1,548",496,"1,373",919,"1,585"
2021년08월_여_0~9세,"1,070",726,43,70,21,25,36,54,12,28,12,43
2021년08월_여_10~19세,"1,553",940,79,139,49,41,42,74,23,60,41,65
2021년08월_여_20~29세,"1,729","1,107",97,111,58,39,43,99,19,48,38,70
2021년08월_여_30~39세,"1,430",910,59,115,38,29,42,67,11,53,23,83
2021년08월_여_40~49세,"2,308","1,433",129,176,82,55,70,102,30,66,63,102
2021년08월_여_50~59세,"3,760","1,649",276,345,193,152,155,278,81,208,160,263
2021년08월_여_60~69세,"4,697","1,587",392,491,278,234,305,356,111,368,185,390
2021년08월_여_70~79세,"3,562","1,112",245,368,216,182,257,283,103,276,209,311
2021년08월_여_80~89세,"2,597",671,232,263,161,174,199,211,92,215,150,229
2021년08월_여_90~99세,416,91,38,37,28,24,45,24,13,49,38,29
2021년08월_여_100세 이상,11,3,2,0,1,1,1,0,1,2,0,0
2021년09월_계_총인구수,"45,976","20,199","3,228","4,228","2,227","1,897","2,336","3,151",976,"2,750","1,827","3,157"
2021년09월_계_연령구간인구수,"45,976","20,199","3,228","4,228","2,227","1,897","2,336","3,151",976,"2,750","1,827","3,157"
2021년09월_계_0~9세,"2,156","1,454",80,155,42,49,61,97,27,70,35,86
2021년09월_계_10~19세,"3,210","1,939",153,298,101,86,102,167,49,104,81,130
2021년09월_계_20~29세,"3,918","2,384",211,259,132,105,102,280,40,136,93,176
2021년09월_계_30~39세,"3,000","1,836",155,241,86,72,89,153,28,115,63,162
2021년09월_계_40~49세,"4,995","2,899",281,389,203,144,167,253,67,182,163,247
2021년09월_계_50~59세,"8,101","3,442",618,760,426,332,373,616,194,457,330,553
2021년09월_계_60~69세,"9,690","3,169",845,"1,023",545,491,634,733,245,764,423,818
2021년09월_계_70~79세,"6,375","1,941",490,653,405,315,456,499,171,507,359,579
2021년09월_계_80~89세,"3,981","1,017",345,405,249,270,296,323,137,352,230,357
2021년09월_계_90~99세,536,115,48,44,36,32,54,30,17,62,50,48
2021년09월_계_100세 이상,14,3,2,1,2,1,2,0,1,1,0,1
2021년09월_남_총인구수,"22,912","9,977","1,642","2,126","1,107",944,"1,141","1,611",483,"1,381",910,"1,590"
2021년09월_남_연령구간인구수,"22,912","9,977","1,642","2,126","1,107",944,"1,141","1,611",483,"1,381",910,"1,590"
2021년09월_남_0~9세,"1,100",729,45,87,21,25,26,45,15,40,23,44
2021년09월_남_10~19세,"1,667","1,007",72,157,51,46,61,96,27,44,40,66
2021년09월_남_20~29세,"2,212","1,287",116,149,78,65,60,182,22,92,56,105
2021년09월_남_30~39세,"1,589",930,96,129,48,43,48,89,17,63,41,85
2021년09월_남_40~49세,"2,697","1,465",156,218,118,91,98,148,38,117,99,149
2021년09월_남_50~59세,"4,329","1,778",341,417,235,181,216,336,112,249,173,291
2021년09월_남_60~69세,"4,993","1,577",452,530,271,255,327,383,136,395,238,429
2021년09월_남_70~79세,"2,825",834,243,285,190,137,199,216,68,232,149,272
2021년09월_남_80~89세,"1,380",349,111,146,86,92,97,109,44,136,79,131
2021년09월_남_90~99세,117,21,10,8,8,9,8,7,4,13,12,17
2021년09월_남_100세 이상,3,0,0,0,1,0,1,0,0,0,0,1
2021년09월_여_총인구수,"23,064","10,222","1,586","2,102","1,120",953,"1,195","1,540",493,"1,369",917,"1,567"
2021년09월_여_연령구간인구수,"23,064","10,222","1,586","2,102","1,120",953,"1,195","1,540",493,"1,369",917,"1,567"
2021년09월_여_0~9세,"1,056",725,35,68,21,24,35,52,12,30,12,42
2021년09월_여_10~19세,"1,543",932,81,141,50,40,41,71,22,60,41,64
2021년09월_여_20~29세,"1,706","1,097",95,110,54,40,42,98,18,44,37,71
2021년09월_여_30~39세,"1,411",906,59,112,38,29,41,64,11,52,22,77
2021년09월_여_40~49세,"2,298","1,434",125,171,85,53,69,105,29,65,64,98
2021년09월_여_50~59세,"3,772","1,664",277,343,191,151,157,280,82,208,157,262
2021년09월_여_60~69세,"4,697","1,592",393,493,274,236,307,350,109,369,185,389
2021년09월_여_70~79세,"3,550","1,107",247,368,215,178,257,283,103,275,210,307
2021년09월_여_80~89세,"2,601",668,234,259,163,178,199,214,93,216,151,226
2021년09월_여_90~99세,419,94,38,36,28,23,46,23,13,49,38,31
2021년09월_여_100세 이상,11,3,2,1,1,1,1,0,1,1,0,0
2021년10월_계_총인구수,"45,938","20,216","3,235","4,222","2,226","1,889","2,319","3,143",976,"2,751","1,828","3,133"
2021년10월_계_연령구간인구수,"45,938","20,216","3,235","4,222","2,226","1,889","2,319","3,143",976,"2,751","1,828","3,133"
2021년10월_계_0~9세,"2,141","1,456",77,153,42,49,59,91,29,70,34,81
2021년10월_계_10~19세,"3,209","1,948",150,298,101,86,101,168,48,101,80,128
2021년10월_계_20~29세,"3,892","2,362",221,258,129,104,101,281,39,138,92,167
2021년10월_계_30~39세,"2,985","1,836",157,236,89,73,88,148,29,110,63,156
2021년10월_계_40~49세,"5,001","2,906",273,392,200,144,166,256,66,186,162,250
2021년10월_계_50~59세,"8,082","3,442",619,754,424,332,368,612,193,457,334,547
2021년10월_계_60~69세,"9,703","3,188",856,"1,030",551,482,622,728,246,762,424,814
2021년10월_계_70~79세,"6,392","1,938",491,655,401,317,465,503,170,511,359,582
2021년10월_계_80~89세,"3,978","1,022",342,400,250,265,293,326,138,353,231,358
2021년10월_계_90~99세,541,115,47,45,36,36,54,30,17,62,49,50
2021년10월_계_100세 이상,14,3,2,1,3,1,2,0,1,1,0,0
2021년10월_남_총인구수,"22,879","9,982","1,640","2,125","1,108",940,"1,135","1,600",483,"1,381",908,"1,577"
2021년10월_남_연령구간인구수,"22,879","9,982","1,640","2,125","1,108",940,"1,135","1,600",483,"1,381",908,"1,577"
2021년10월_남_0~9세,"1,088",730,42,84,21,25,25,39,17,40,23,42
2021년10월_남_10~19세,"1,671","1,012",71,160,53,46,60,97,27,43,39,63
2021년10월_남_20~29세,"2,200","1,279",123,146,73,65,61,182,22,93,54,102
2021년10월_남_30~39세,"1,574",925,93,128,52,43,48,82,17,61,41,84
2021년10월_남_40~49세,"2,701","1,471",152,220,118,90,100,150,35,121,97,147
2021년10월_남_50~59세,"4,311","1,768",344,416,232,183,211,335,113,247,173,289
2021년10월_남_60~69세,"5,010","1,596",455,532,273,250,322,381,136,395,240,430
2021년10월_남_70~79세,"2,825",830,241,287,189,138,204,217,67,232,148,272
2021년10월_남_80~89세,"1,383",353,110,143,88,90,95,110,45,136,81,132
2021년10월_남_90~99세,114,18,9,9,8,10,8,7,4,13,12,16
2021년10월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0
2021년10월_여_총인구수,"23,059","10,234","1,595","2,097","1,118",949,"1,184","1,543",493,"1,370",920,"1,556"
2021년10월_여_연령구간인구수,"23,059","10,234","1,595","2,097","1,118",949,"1,184","1,543",493,"1,370",920,"1,556"
2021년10월_여_0~9세,"1,053",726,35,69,21,24,34,52,12,30,11,39
2021년10월_여_10~19세,"1,538",936,79,138,48,40,41,71,21,58,41,65
2021년10월_여_20~29세,"1,692","1,083",98,112,56,39,40,99,17,45,38,65
2021년10월_여_30~39세,"1,411",911,64,108,37,30,40,66,12,49,22,72
2021년10월_여_40~49세,"2,300","1,435",121,172,82,54,66,106,31,65,65,103
2021년10월_여_50~59세,"3,771","1,674",275,338,192,149,157,277,80,210,161,258
2021년10월_여_60~69세,"4,693","1,592",401,498,278,232,300,347,110,367,184,384
2021년10월_여_70~79세,"3,567","1,108",250,368,212,179,261,286,103,279,211,310
2021년10월_여_80~89세,"2,595",669,232,257,162,175,198,216,93,217,150,226
2021년10월_여_90~99세,427,97,38,36,28,26,46,23,13,49,37,34
2021년10월_여_100세 이상,12,3,2,1,2,1,1,0,1,1,0,0
2021년11월_계_총인구수,"45,874","20,175","3,233","4,232","2,218","1,900","2,295","3,138",975,"2,750","1,816","3,142"
2021년11월_계_연령구간인구수,"45,874","20,175","3,233","4,232","2,218","1,900","2,295","3,138",975,"2,750","1,816","3,142"
2021년11월_계_0~9세,"2,117","1,438",77,153,41,46,58,92,29,69,33,81
2021년11월_계_10~19세,"3,206","1,954",147,298,100,88,98,162,47,101,81,130
2021년11월_계_20~29세,"3,858","2,334",228,258,126,106,98,278,40,138,89,163
2021년11월_계_30~39세,"2,976","1,828",160,238,91,73,88,142,28,109,64,155
2021년11월_계_40~49세,"4,969","2,883",267,395,196,146,163,258,65,186,160,250
2021년11월_계_50~59세,"8,105","3,467",620,755,420,337,364,612,193,460,330,547
2021년11월_계_60~69세,"9,737","3,195",856,"1,032",559,484,623,733,246,760,422,827
2021년11월_계_70~79세,"6,385","1,942",493,652,396,319,459,504,172,509,358,581
2021년11월_계_80~89세,"3,975","1,019",339,404,251,265,289,325,137,358,230,358
2021년11월_계_90~99세,531,112,44,46,35,35,53,31,17,59,49,50
2021년11월_계_100세 이상,15,3,2,1,3,1,2,1,1,1,0,0
2021년11월_남_총인구수,"22,861","9,963","1,641","2,135","1,105",952,"1,123","1,594",482,"1,383",903,"1,580"
2021년11월_남_연령구간인구수,"22,861","9,963","1,641","2,135","1,105",952,"1,123","1,594",482,"1,383",903,"1,580"
2021년11월_남_0~9세,"1,081",725,41,86,20,24,25,39,17,39,23,42
2021년11월_남_10~19세,"1,670","1,014",69,162,53,47,57,94,26,44,40,64
2021년11월_남_20~29세,"2,168","1,257",127,147,71,69,58,178,21,92,51,97
2021년11월_남_30~39세,"1,575",930,94,127,52,43,50,78,16,59,43,83
2021년11월_남_40~49세,"2,680","1,457",150,224,113,92,99,149,35,122,95,144
2021년11월_남_50~59세,"4,333","1,785",350,413,233,188,208,333,114,249,169,291
2021년11월_남_60~69세,"5,034","1,598",451,538,279,250,321,388,136,396,239,438
2021년11월_남_70~79세,"2,820",828,242,286,188,139,202,217,67,231,149,271
2021년11월_남_80~89세,"1,387",353,108,143,88,90,94,110,46,139,82,134
2021년11월_남_90~99세,111,16,9,9,7,10,8,8,4,12,12,16
2021년11월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0
2021년11월_여_총인구수,"23,013","10,212","1,592","2,097","1,113",948,"1,172","1,544",493,"1,367",913,"1,562"
2021년11월_여_연령구간인구수,"23,013","10,212","1,592","2,097","1,113",948,"1,172","1,544",493,"1,367",913,"1,562"
2021년11월_여_0~9세,"1,036",713,36,67,21,22,33,53,12,30,10,39
2021년11월_여_10~19세,"1,536",940,78,136,47,41,41,68,21,57,41,66
2021년11월_여_20~29세,"1,690","1,077",101,111,55,37,40,100,19,46,38,66
2021년11월_여_30~39세,"1,401",898,66,111,39,30,38,64,12,50,21,72
2021년11월_여_40~49세,"2,289","1,426",117,171,83,54,64,109,30,64,65,106
2021년11월_여_50~59세,"3,772","1,682",270,342,187,149,156,279,79,211,161,256
2021년11월_여_60~69세,"4,703","1,597",405,494,280,234,302,345,110,364,183,389
2021년11월_여_70~79세,"3,565","1,114",251,366,208,180,257,287,105,278,209,310
2021년11월_여_80~89세,"2,588",666,231,261,163,175,195,215,91,219,148,224
2021년11월_여_90~99세,420,96,35,37,28,25,45,23,13,47,37,34
2021년11월_여_100세 이상,13,3,2,1,2,1,1,1,1,1,0,0
2021년12월_계_총인구수,"45,773","20,163","3,228","4,208","2,227","1,893","2,289","3,119",973,"2,739","1,799","3,135"
2021년12월_계_연령구간인구수,"45,773","20,163","3,228","4,208","2,227","1,893","2,289","3,119",973,"2,739","1,799","3,135"
2021년12월_계_0~9세,"2,087","1,441",71,143,41,44,57,83,27,68,32,80
2021년12월_계_10~19세,"3,195","1,948",147,301,101,88,98,163,48,96,76,129
2021년12월_계_20~29세,"3,814","2,296",230,259,126,105,96,273,39,139,89,162
2021년12월_계_30~39세,"2,963","1,835",157,233,90,71,87,141,31,108,60,150
2021년12월_계_40~49세,"4,956","2,886",271,390,197,146,159,250,61,191,155,250
2021년12월_계_50~59세,"8,088","3,474",611,752,422,337,364,607,192,455,332,542
2021년12월_계_60~69세,"9,767","3,199",859,"1,029",566,483,629,743,248,757,421,833
2021년12월_계_70~79세,"6,365","1,936",488,652,393,320,455,500,173,510,358,580
2021년12월_계_80~89세,"3,995","1,035",348,401,251,265,289,324,137,357,228,360
2021년12월_계_90~99세,528,110,44,47,37,33,53,34,16,57,48,49
2021년12월_계_100세 이상,15,3,2,1,3,1,2,1,1,1,0,0
2021년12월_남_총인구수,"22,810","9,954","1,647","2,121","1,113",950,"1,117","1,578",481,"1,373",896,"1,580"
2021년12월_남_연령구간인구수,"22,810","9,954","1,647","2,121","1,113",950,"1,117","1,578",481,"1,373",896,"1,580"
2021년12월_남_0~9세,"1,068",732,38,78,20,24,25,34,16,39,22,40
2021년12월_남_10~19세,"1,668","1,014",69,166,53,47,57,94,26,41,37,64
2021년12월_남_20~29세,"2,139","1,230",130,146,74,68,56,175,20,91,51,98
2021년12월_남_30~39세,"1,572",935,92,127,51,42,48,79,17,59,42,80
2021년12월_남_40~49세,"2,671","1,456",153,220,114,93,96,144,34,124,93,144
2021년12월_남_50~59세,"4,326","1,788",348,413,234,189,206,326,113,247,170,292
2021년12월_남_60~69세,"5,045","1,595",454,535,283,247,323,393,138,392,239,446
2021년12월_남_70~79세,"2,812",829,242,284,185,141,204,214,66,230,149,268
2021년12월_남_80~89세,"1,394",360,112,143,89,89,92,111,47,137,81,133
2021년12월_남_90~99세,113,15,9,9,9,10,9,8,4,13,12,15
2021년12월_남_100세 이상,2,0,0,0,1,0,1,0,0,0,0,0
2021년12월_여_총인구수,"22,963","10,209","1,581","2,087","1,114",943,"1,172","1,541",492,"1,366",903,"1,555"
2021년12월_여_연령구간인구수,"22,963","10,209","1,581","2,087","1,114",943,"1,172","1,541",492,"1,366",903,"1,555"
2021년12월_여_0~9세,"1,019",709,33,65,21,20,32,49,11,29,10,40
2021년12월_여_10~19세,"1,527",934,78,135,48,41,41,69,22,55,39,65
2021년12월_여_20~29세,"1,675","1,066",100,113,52,37,40,98,19,48,38,64
2021년12월_여_30~39세,"1,391",900,65,106,39,29,39,62,14,49,18,70
2021년12월_여_40~49세,"2,285","1,430",118,170,83,53,63,106,27,67,62,106
2021년12월_여_50~59세,"3,762","1,686",263,339,188,148,158,281,79,208,162,250
2021년12월_여_60~69세,"4,722","1,604",405,494,283,236,306,350,110,365,182,387
2021년12월_여_70~79세,"3,553","1,107",246,368,208,179,251,286,107,280,209,312
2021년12월_여_80~89세,"2,601",675,236,258,162,176,197,213,90,220,147,227
2021년12월_여_90~99세,415,95,35,38,28,23,44,26,12,44,36,34
2021년12월_여_100세 이상,13,3,2,1,2,1,1,1,1,1,0,0
