카테고리,경상남도 함안군,경상남도 함안군 가야읍,경상남도 함안군 칠원읍,경상남도 함안군 함안면,경상남도 함안군 군북면,경상남도 함안군 법수면,경상남도 함안군 대산면,경상남도 함안군 칠서면,경상남도 함안군 칠북면,경상남도 함안군 산인면,경상남도 함안군 여항면
2021년05월_남_50~59세,"6,125","1,743","1,751",226,574,325,335,610,205,270,86
2021년05월_남_60~69세,"5,904","1,390","1,306",316,731,388,422,530,278,389,154
2021년05월_남_70~79세,"2,980",632,591,184,385,200,286,277,162,191,72
2021년05월_남_80~89세,"1,257",255,175,98,205,92,151,103,84,64,30
2021년05월_남_90~99세,106,26,24,5,18,9,11,4,5,3,1
2021년05월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년05월_여_총인구수,"31,130","9,120","9,465","1,186","2,946","1,394","1,720","2,559",946,"1,360",434
2021년05월_여_연령구간인구수,"31,130","9,120","9,465","1,186","2,946","1,394","1,720","2,559",946,"1,360",434
2021년05월_여_0~9세,"1,913",591,910,32,144,34,28,127,10,31,6
2021년05월_여_10~19세,"2,761",896,"1,269",47,140,33,62,221,31,53,9
2021년05월_여_20~29세,"2,190",806,688,62,162,65,87,181,44,74,21
2021년05월_여_30~39세,"2,583",889,995,69,217,48,63,171,34,79,18
2021년05월_여_40~49세,"4,191","1,337","1,847",84,212,86,106,337,55,108,19
2021년05월_여_50~59세,"4,961","1,600","1,386",173,404,225,242,452,136,271,72
2021년05월_여_60~69세,"5,458","1,441","1,245",275,618,348,388,436,248,334,125
2021년05월_여_70~79세,"3,664",841,633,217,494,282,377,339,207,192,82
2021년05월_여_80~89세,"2,934",625,416,199,482,241,308,250,160,187,66
2021년05월_여_90~99세,469,91,73,28,73,32,59,45,21,31,16
2021년05월_여_100세 이상,6,3,3,0,0,0,0,0,0,0,0
2021년06월_계_총인구수,"63,157","18,317","19,222","2,385","6,091","2,858","3,420","5,305","1,941","2,726",892
2021년06월_계_연령구간인구수,"63,157","18,317","19,222","2,385","6,091","2,858","3,420","5,305","1,941","2,726",892
2021년06월_계_0~9세,"3,799","1,199","1,777",56,286,65,57,268,19,57,15
2021년06월_계_10~19세,"5,857","1,969","2,646",103,289,79,136,433,62,116,24
2021년06월_계_20~29세,"5,266","1,959","1,570",148,444,165,214,419,111,193,43
2021년06월_계_30~39세,"5,237","1,750","1,867",145,506,137,146,385,86,171,44
2021년06월_계_40~49세,"9,084","2,780","3,736",210,574,259,293,755,155,260,62
2021년06월_계_50~59세,"11,055","3,342","3,135",394,978,552,571,"1,055",337,535,156
2021년06월_계_60~69세,"11,434","2,848","2,571",599,"1,352",744,811,974,531,725,279
2021년06월_계_70~79세,"6,645","1,474","1,225",402,878,482,663,611,372,382,156
2021년06월_계_80~89세,"4,190",873,596,296,687,334,459,354,242,253,96
2021년06월_계_90~99세,582,121,95,32,95,41,70,51,26,34,17
2021년06월_계_100세 이상,8,2,4,0,2,0,0,0,0,0,0
2021년06월_남_총인구수,"32,088","9,222","9,763","1,204","3,150","1,462","1,704","2,752",994,"1,379",458
2021년06월_남_연령구간인구수,"32,088","9,222","9,763","1,204","3,150","1,462","1,704","2,752",994,"1,379",458
2021년06월_남_0~9세,"1,915",616,882,25,141,31,32,145,8,26,9
2021년06월_남_10~19세,"3,094","1,069","1,374",57,152,45,75,214,30,64,14
2021년06월_남_20~29세,"3,080","1,155",876,85,282,101,126,239,68,125,23
2021년06월_남_30~39세,"2,677",871,883,80,290,89,82,213,52,92,25
2021년06월_남_40~49세,"4,908","1,450","1,889",126,363,178,185,420,101,153,43
2021년06월_남_50~59세,"6,113","1,749","1,751",226,575,324,333,601,201,267,86
2021년06월_남_60~69세,"5,940","1,403","1,314",316,735,390,422,536,280,391,153
2021년06월_남_70~79세,"2,990",630,591,186,387,202,287,276,166,191,74
2021년06월_남_80~89세,"1,259",252,178,98,204,93,151,103,83,67,30
2021년06월_남_90~99세,109,27,24,5,19,9,11,5,5,3,1
2021년06월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년06월_여_총인구수,"31,069","9,095","9,459","1,181","2,941","1,396","1,716","2,553",947,"1,347",434
2021년06월_여_연령구간인구수,"31,069","9,095","9,459","1,181","2,941","1,396","1,716","2,553",947,"1,347",434
2021년06월_여_0~9세,"1,884",583,895,31,145,34,25,123,11,31,6
2021년06월_여_10~19세,"2,763",900,"1,272",46,137,34,61,219,32,52,10
2021년06월_여_20~29세,"2,186",804,694,63,162,64,88,180,43,68,20
2021년06월_여_30~39세,"2,560",879,984,65,216,48,64,172,34,79,19
2021년06월_여_40~49세,"4,176","1,330","1,847",84,211,81,108,335,54,107,19
2021년06월_여_50~59세,"4,942","1,593","1,384",168,403,228,238,454,136,268,70
2021년06월_여_60~69세,"5,494","1,445","1,257",283,617,354,389,438,251,334,126
2021년06월_여_70~79세,"3,655",844,634,216,491,280,376,335,206,191,82
2021년06월_여_80~89세,"2,931",621,418,198,483,241,308,251,159,186,66
2021년06월_여_90~99세,473,94,71,27,76,32,59,46,21,31,16
2021년06월_여_100세 이상,5,2,3,0,0,0,0,0,0,0,0
2021년07월_계_총인구수,"63,127","18,309","19,196","2,380","6,102","2,863","3,405","5,315","1,931","2,726",900
2021년07월_계_연령구간인구수,"63,127","18,309","19,196","2,380","6,102","2,863","3,405","5,315","1,931","2,726",900
2021년07월_계_0~9세,"3,762","1,183","1,760",58,286,65,55,266,18,56,15
2021년07월_계_10~19세,"5,883","1,967","2,655",104,293,79,136,434,61,131,23
2021년07월_계_20~29세,"5,239","1,967","1,545",144,443,166,210,426,105,188,45
2021년07월_계_30~39세,"5,226","1,747","1,863",144,516,137,140,382,87,167,43
2021년07월_계_40~49세,"9,040","2,758","3,732",206,570,259,293,747,156,255,64
2021년07월_계_50~59세,"11,018","3,341","3,126",393,974,553,562,"1,048",333,532,156
2021년07월_계_60~69세,"11,522","2,878","2,591",603,"1,363",744,817,986,530,728,282
2021년07월_계_70~79세,"6,632","1,468","1,228",395,877,483,657,619,372,375,158
2021년07월_계_80~89세,"4,208",872,598,299,685,334,466,354,244,259,97
2021년07월_계_90~99세,587,126,94,34,93,43,69,52,24,35,17
2021년07월_계_100세 이상,10,2,4,0,2,0,0,1,1,0,0
2021년07월_남_총인구수,"32,100","9,224","9,759","1,198","3,154","1,470","1,696","2,764",991,"1,382",462
2021년07월_남_연령구간인구수,"32,100","9,224","9,759","1,198","3,154","1,470","1,696","2,764",991,"1,382",462
2021년07월_남_0~9세,"1,898",611,873,25,139,32,31,145,7,26,9
2021년07월_남_10~19세,"3,105","1,067","1,379",58,154,45,74,212,29,73,14
2021년07월_남_20~29세,"3,084","1,161",866,83,287,102,125,250,66,120,24
2021년07월_남_30~39세,"2,679",873,886,78,296,90,78,211,52,91,24
2021년07월_남_40~49세,"4,888","1,433","1,892",123,358,178,187,420,102,150,45
2021년07월_남_50~59세,"6,086","1,748","1,744",224,571,329,327,590,198,269,86
2021년07월_남_60~69세,"5,994","1,420","1,325",320,737,389,427,549,282,392,153
2021년07월_남_70~79세,"2,984",627,591,183,390,203,283,277,166,188,76
2021년07월_남_80~89세,"1,270",256,179,99,202,92,154,104,84,70,30
2021년07월_남_90~99세,109,28,23,5,18,10,10,6,5,3,1
2021년07월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년07월_여_총인구수,"31,027","9,085","9,437","1,182","2,948","1,393","1,709","2,551",940,"1,344",438
2021년07월_여_연령구간인구수,"31,027","9,085","9,437","1,182","2,948","1,393","1,709","2,551",940,"1,344",438
2021년07월_여_0~9세,"1,864",572,887,33,147,33,24,121,11,30,6
2021년07월_여_10~19세,"2,778",900,"1,276",46,139,34,62,222,32,58,9
2021년07월_여_20~29세,"2,155",806,679,61,156,64,85,176,39,68,21
2021년07월_여_30~39세,"2,547",874,977,66,220,47,62,171,35,76,19
2021년07월_여_40~49세,"4,152","1,325","1,840",83,212,81,106,327,54,105,19
2021년07월_여_50~59세,"4,932","1,593","1,382",169,403,224,235,458,135,263,70
2021년07월_여_60~69세,"5,528","1,458","1,266",283,626,355,390,437,248,336,129
2021년07월_여_70~79세,"3,648",841,637,212,487,280,374,342,206,187,82
2021년07월_여_80~89세,"2,938",616,419,200,483,242,312,250,160,189,67
2021년07월_여_90~99세,478,98,71,29,75,33,59,46,19,32,16
2021년07월_여_100세 이상,7,2,3,0,0,0,0,1,1,0,0
2021년08월_계_총인구수,"63,039","18,290","19,159","2,379","6,097","2,849","3,393","5,325","1,927","2,727",893
2021년08월_계_연령구간인구수,"63,039","18,290","19,159","2,379","6,097","2,849","3,393","5,325","1,927","2,727",893
2021년08월_계_0~9세,"3,723","1,176","1,735",57,285,65,53,258,21,58,15
2021년08월_계_10~19세,"5,873","1,953","2,657",103,292,80,134,437,61,134,22
2021년08월_계_20~29세,"5,213","1,957","1,544",141,448,157,203,425,105,189,44
2021년08월_계_30~39세,"5,186","1,742","1,834",146,513,139,140,382,86,162,42
2021년08월_계_40~49세,"8,990","2,744","3,721",202,560,255,292,746,154,253,63
2021년08월_계_50~59세,"11,020","3,342","3,135",395,977,541,555,"1,061",330,531,153
2021년08월_계_60~69세,"11,565","2,902","2,599",605,"1,368",745,828,984,530,726,278
2021년08월_계_70~79세,"6,630","1,463","1,236",393,873,486,650,620,369,379,161
2021년08월_계_80~89세,"4,234",882,601,299,686,337,469,359,246,259,96
2021년08월_계_90~99세,594,126,93,38,93,44,69,52,24,36,19
2021년08월_계_100세 이상,11,3,4,0,2,0,0,1,1,0,0
2021년08월_남_총인구수,"32,084","9,220","9,740","1,199","3,158","1,465","1,696","2,776",988,"1,384",458
2021년08월_남_연령구간인구수,"32,084","9,220","9,740","1,199","3,158","1,465","1,696","2,776",988,"1,384",458
2021년08월_남_0~9세,"1,886",607,864,25,139,33,30,142,10,27,9
2021년08월_남_10~19세,"3,102","1,058","1,384",57,154,45,74,214,29,74,13
2021년08월_남_20~29세,"3,081","1,152",867,83,294,98,121,253,65,125,23
2021년08월_남_30~39세,"2,670",884,871,79,296,91,78,208,51,89,23
2021년08월_남_40~49세,"4,850","1,426","1,875",120,352,175,186,422,100,150,44
2021년08월_남_50~59세,"6,090","1,754","1,746",225,569,321,327,598,196,267,87
2021년08월_남_60~69세,"6,028","1,427","1,335",322,743,394,435,547,283,391,151
2021년08월_남_70~79세,"2,979",620,594,182,389,203,282,280,164,187,78
2021년08월_남_80~89세,"1,287",264,182,99,203,95,153,106,85,71,29
2021년08월_남_90~99세,108,28,21,7,17,10,10,6,5,3,1
2021년08월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년08월_여_총인구수,"30,955","9,070","9,419","1,180","2,939","1,384","1,697","2,549",939,"1,343",435
2021년08월_여_연령구간인구수,"30,955","9,070","9,419","1,180","2,939","1,384","1,697","2,549",939,"1,343",435
2021년08월_여_0~9세,"1,837",569,871,32,146,32,23,116,11,31,6
2021년08월_여_10~19세,"2,771",895,"1,273",46,138,35,60,223,32,60,9
2021년08월_여_20~29세,"2,132",805,677,58,154,59,82,172,40,64,21
2021년08월_여_30~39세,"2,516",858,963,67,217,48,62,174,35,73,19
2021년08월_여_40~49세,"4,140","1,318","1,846",82,208,80,106,324,54,103,19
2021년08월_여_50~59세,"4,930","1,588","1,389",170,408,220,228,463,134,264,66
2021년08월_여_60~69세,"5,537","1,475","1,264",283,625,351,393,437,247,335,127
2021년08월_여_70~79세,"3,651",843,642,211,484,283,368,340,205,192,83
2021년08월_여_80~89세,"2,947",618,419,200,483,242,316,253,161,188,67
2021년08월_여_90~99세,486,98,72,31,76,34,59,46,19,33,18
2021년08월_여_100세 이상,8,3,3,0,0,0,0,1,1,0,0
2021년09월_계_총인구수,"62,879","18,237","19,104","2,379","6,112","2,829","3,378","5,309","1,916","2,728",887
2021년09월_계_연령구간인구수,"62,879","18,237","19,104","2,379","6,112","2,829","3,378","5,309","1,916","2,728",887
2021년09월_계_0~9세,"3,689","1,162","1,716",57,288,65,53,255,19,60,14
2021년09월_계_10~19세,"5,841","1,946","2,656",101,293,75,134,425,61,129,21
2021년09월_계_20~29세,"5,147","1,944","1,519",140,440,154,196,421,96,194,43
2021년09월_계_30~39세,"5,151","1,724","1,819",147,519,134,139,382,86,158,43
2021년09월_계_40~49세,"8,945","2,734","3,706",199,560,254,290,736,151,253,62
2021년09월_계_50~59세,"11,014","3,339","3,142",397,980,535,547,"1,065",329,530,150
2021년09월_계_60~69세,"11,621","2,908","2,606",611,"1,381",750,836,993,529,727,280
2021년09월_계_70~79세,"6,624","1,464","1,246",385,869,483,647,616,374,380,160
2021년09월_계_80~89세,"4,233",884,597,303,687,335,465,361,246,259,96
2021년09월_계_90~99세,603,129,93,39,93,44,71,54,24,38,18
2021년09월_계_100세 이상,11,3,4,0,2,0,0,1,1,0,0
2021년09월_남_총인구수,"32,003","9,179","9,704","1,203","3,173","1,458","1,689","2,776",984,"1,382",455
2021년09월_남_연령구간인구수,"32,003","9,179","9,704","1,203","3,173","1,458","1,689","2,776",984,"1,382",455
2021년09월_남_0~9세,"1,875",602,853,27,143,35,30,140,8,29,8
2021년09월_남_10~19세,"3,090","1,052","1,382",54,161,44,74,212,29,69,13
2021년09월_남_20~29세,"3,026","1,134",851,82,288,97,118,250,59,126,21
2021년09월_남_30~39세,"2,657",878,863,79,298,88,79,210,51,87,24
2021년09월_남_40~49세,"4,824","1,416","1,868",119,349,173,184,422,98,151,44
2021년09월_남_50~59세,"6,079","1,751","1,743",228,573,319,319,601,193,267,85
2021년09월_남_60~69세,"6,073","1,434","1,345",326,752,395,442,550,287,390,152
2021년09월_남_70~79세,"2,981",620,595,179,389,203,282,278,168,189,78
2021년09월_남_80~89세,"1,286",264,183,102,201,94,150,107,85,71,29
2021년09월_남_90~99세,109,28,20,7,17,10,11,6,6,3,1
2021년09월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년09월_여_총인구수,"30,876","9,058","9,400","1,176","2,939","1,371","1,689","2,533",932,"1,346",432
2021년09월_여_연령구간인구수,"30,876","9,058","9,400","1,176","2,939","1,371","1,689","2,533",932,"1,346",432
2021년09월_여_0~9세,"1,814",560,863,30,145,30,23,115,11,31,6
2021년09월_여_10~19세,"2,751",894,"1,274",47,132,31,60,213,32,60,8
2021년09월_여_20~29세,"2,121",810,668,58,152,57,78,171,37,68,22
2021년09월_여_30~39세,"2,494",846,956,68,221,46,60,172,35,71,19
2021년09월_여_40~49세,"4,121","1,318","1,838",80,211,81,106,314,53,102,18
2021년09월_여_50~59세,"4,935","1,588","1,399",169,407,216,228,464,136,263,65
2021년09월_여_60~69세,"5,548","1,474","1,261",285,629,355,394,443,242,337,128
2021년09월_여_70~79세,"3,643",844,651,206,480,280,365,338,206,191,82
2021년09월_여_80~89세,"2,947",620,414,201,486,241,315,254,161,188,67
2021년09월_여_90~99세,494,101,73,32,76,34,60,48,18,35,17
2021년09월_여_100세 이상,8,3,3,0,0,0,0,1,1,0,0
2021년10월_계_총인구수,"62,788","18,197","19,082","2,389","6,125","2,819","3,374","5,288","1,909","2,721",884
2021년10월_계_연령구간인구수,"62,788","18,197","19,082","2,389","6,125","2,819","3,374","5,288","1,909","2,721",884
2021년10월_계_0~9세,"3,644","1,154","1,700",59,287,61,49,246,19,56,13
2021년10월_계_10~19세,"5,814","1,935","2,644",104,292,73,136,424,62,123,21
2021년10월_계_20~29세,"5,135","1,935","1,526",136,447,153,194,412,96,193,43
2021년10월_계_30~39세,"5,115","1,718","1,801",148,516,134,138,379,80,158,43
2021년10월_계_40~49세,"8,913","2,717","3,691",202,562,251,289,732,153,255,61
2021년10월_계_50~59세,"11,004","3,329","3,152",400,981,527,544,"1,066",326,529,150
2021년10월_계_60~69세,"11,668","2,929","2,620",617,"1,389",752,834,994,523,731,279
2021년10월_계_70~79세,"6,636","1,464","1,255",384,860,486,657,619,371,380,160
2021년10월_계_80~89세,"4,241",883,597,300,694,334,464,363,255,256,95
2021년10월_계_90~99세,606,129,92,39,95,48,69,52,23,40,19
2021년10월_계_100세 이상,12,4,4,0,2,0,0,1,1,0,0
2021년10월_남_총인구수,"31,954","9,155","9,687","1,207","3,187","1,453","1,689","2,769",979,"1,376",452
2021년10월_남_연령구간인구수,"31,954","9,155","9,687","1,207","3,187","1,453","1,689","2,769",979,"1,376",452
2021년10월_남_0~9세,"1,848",596,845,28,143,33,28,133,8,27,7
2021년10월_남_10~19세,"3,076","1,046","1,373",56,159,43,76,214,30,66,13
2021년10월_남_20~29세,"3,009","1,129",849,80,291,94,117,243,57,127,22
2021년10월_남_30~39세,"2,639",879,849,80,297,89,79,209,48,87,22
2021년10월_남_40~49세,"4,812","1,401","1,871",117,353,171,182,422,98,154,43
2021년10월_남_50~59세,"6,068","1,749","1,746",228,575,318,314,601,190,262,85
2021년10월_남_60~69세,"6,110","1,444","1,353",332,759,392,444,555,286,394,151
2021년10월_남_70~79세,"2,984",617,595,177,386,208,288,280,167,186,80
2021년10월_남_80~89세,"1,297",266,186,102,205,94,150,107,89,70,28
2021년10월_남_90~99세,108,28,19,7,17,11,11,5,6,3,1
2021년10월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년10월_여_총인구수,"30,834","9,042","9,395","1,182","2,938","1,366","1,685","2,519",930,"1,345",432
2021년10월_여_연령구간인구수,"30,834","9,042","9,395","1,182","2,938","1,366","1,685","2,519",930,"1,345",432
2021년10월_여_0~9세,"1,796",558,855,31,144,28,21,113,11,29,6
2021년10월_여_10~19세,"2,738",889,"1,271",48,133,30,60,210,32,57,8
2021년10월_여_20~29세,"2,126",806,677,56,156,59,77,169,39,66,21
2021년10월_여_30~39세,"2,476",839,952,68,219,45,59,170,32,71,21
2021년10월_여_40~49세,"4,101","1,316","1,820",85,209,80,107,310,55,101,18
2021년10월_여_50~59세,"4,936","1,580","1,406",172,406,209,230,465,136,267,65
2021년10월_여_60~69세,"5,558","1,485","1,267",285,630,360,390,439,237,337,128
2021년10월_여_70~79세,"3,652",847,660,207,474,278,369,339,204,194,80
2021년10월_여_80~89세,"2,944",617,411,198,489,240,314,256,166,186,67
2021년10월_여_90~99세,498,101,73,32,78,37,58,47,17,37,18
2021년10월_여_100세 이상,9,4,3,0,0,0,0,1,1,0,0
2021년11월_계_총인구수,"62,663","18,193","19,066","2,383","6,090","2,818","3,362","5,273","1,893","2,693",892
2021년11월_계_연령구간인구수,"62,663","18,193","19,066","2,383","6,090","2,818","3,362","5,273","1,893","2,693",892
2021년11월_계_0~9세,"3,619","1,149","1,684",58,281,64,48,246,18,57,14
2021년11월_계_10~19세,"5,778","1,932","2,646",102,287,72,135,415,60,108,21
2021년11월_계_20~29세,"5,086","1,924","1,519",133,443,149,189,410,93,181,45
2021년11월_계_30~39세,"5,064","1,703","1,785",143,513,133,139,375,78,153,42
2021년11월_계_40~49세,"8,890","2,713","3,686",201,558,249,280,730,153,258,62
2021년11월_계_50~59세,"11,017","3,356","3,157",401,969,518,551,"1,064",327,523,151
2021년11월_계_60~69세,"11,702","2,930","2,635",619,"1,380",761,832,"1,004",522,740,279
2021년11월_계_70~79세,"6,628","1,468","1,255",385,868,488,649,614,362,378,161
2021년11월_계_80~89세,"4,254",884,601,302,693,337,465,363,256,255,98
2021년11월_계_90~99세,613,130,94,39,96,47,74,51,23,40,19
2021년11월_계_100세 이상,12,4,4,0,2,0,0,1,1,0,0
2021년11월_남_총인구수,"31,882","9,162","9,677","1,202","3,173","1,449","1,679","2,760",968,"1,358",454
2021년11월_남_연령구간인구수,"31,882","9,162","9,677","1,202","3,173","1,449","1,679","2,760",968,"1,358",454
2021년11월_남_0~9세,"1,840",602,836,28,137,36,27,132,7,28,7
2021년11월_남_10~19세,"3,051","1,043","1,371",53,155,41,75,212,29,59,13
2021년11월_남_20~29세,"3,000","1,128",850,81,294,94,115,239,55,120,24
2021년11월_남_30~39세,"2,602",871,838,75,297,85,80,207,46,83,20
2021년11월_남_40~49세,"4,795","1,394","1,869",118,353,169,177,419,97,156,43
2021년11월_남_50~59세,"6,067","1,762","1,742",228,570,312,319,602,190,258,84
2021년11월_남_60~69세,"6,136","1,449","1,368",332,752,397,444,559,286,397,152
2021년11월_남_70~79세,"2,980",619,594,178,393,207,283,278,162,185,81
2021년11월_남_80~89세,"1,299",265,188,102,204,97,147,107,91,69,29
2021년11월_남_90~99세,109,29,20,7,16,11,12,5,5,3,1
2021년11월_남_100세 이상,3,0,1,0,2,0,0,0,0,0,0
2021년11월_여_총인구수,"30,781","9,031","9,389","1,181","2,917","1,369","1,683","2,513",925,"1,335",438
2021년11월_여_연령구간인구수,"30,781","9,031","9,389","1,181","2,917","1,369","1,683","2,513",925,"1,335",438
2021년11월_여_0~9세,"1,779",547,848,30,144,28,21,114,11,29,7
2021년11월_여_10~19세,"2,727",889,"1,275",49,132,31,60,203,31,49,8
2021년11월_여_20~29세,"2,086",796,669,52,149,55,74,171,38,61,21
2021년11월_여_30~39세,"2,462",832,947,68,216,48,59,168,32,70,22
2021년11월_여_40~49세,"4,095","1,319","1,817",83,205,80,103,311,56,102,19
2021년11월_여_50~59세,"4,950","1,594","1,415",173,399,206,232,462,137,265,67
2021년11월_여_60~69세,"5,566","1,481","1,267",287,628,364,388,445,236,343,127
2021년11월_여_70~79세,"3,648",849,661,207,475,281,366,336,200,193,80
2021년11월_여_80~89세,"2,955",619,413,200,489,240,318,256,165,186,69
2021년11월_여_90~99세,504,101,74,32,80,36,62,46,18,37,18
2021년11월_여_100세 이상,9,4,3,0,0,0,0,1,1,0,0
2021년12월_계_총인구수,"62,547","18,163","19,042","2,389","6,064","2,806","3,345","5,260","1,896","2,681",901
2021년12월_계_연령구간인구수,"62,547","18,163","19,042","2,389","6,064","2,806","3,345","5,260","1,896","2,681",901
2021년12월_계_0~9세,"3,586","1,136","1,679",57,274,62,48,239,18,58,15
2021년12월_계_10~19세,"5,756","1,919","2,647",103,286,71,130,412,61,104,23
2021년12월_계_20~29세,"5,058","1,916","1,509",128,443,150,185,408,93,181,45
2021년12월_계_30~39세,"5,011","1,688","1,756",147,501,133,139,372,79,153,43
2021년12월_계_40~49세,"8,880","2,713","3,676",204,555,248,275,732,156,257,64
2021년12월_계_50~59세,"11,003","3,358","3,173",403,963,517,546,"1,053",325,513,152
2021년12월_계_60~69세,"11,710","2,930","2,641",614,"1,379",758,835,"1,006",525,744,278
2021년12월_계_70~79세,"6,646","1,478","1,257",389,872,482,647,622,360,377,162
2021년12월_계_80~89세,"4,266",888,603,304,698,337,463,363,257,253,100
2021년12월_계_90~99세,623,134,97,40,93,48,77,52,22,41,19
2021년12월_계_100세 이상,8,3,4,0,0,0,0,1,0,0,0
2021년12월_남_총인구수,"31,816","9,146","9,658","1,209","3,162","1,440","1,670","2,752",975,"1,343",461
2021년12월_남_연령구간인구수,"31,816","9,146","9,658","1,209","3,162","1,440","1,670","2,752",975,"1,343",461
2021년12월_남_0~9세,"1,818",597,829,27,134,34,27,126,8,29,7
2021년12월_남_10~19세,"3,055","1,041","1,374",54,156,41,75,213,30,56,15
2021년12월_남_20~29세,"2,992","1,126",843,80,298,96,111,237,57,119,25
2021년12월_남_30~39세,"2,568",858,826,78,290,82,81,206,46,79,22
2021년12월_남_40~49세,"4,780","1,393","1,854",120,351,167,175,422,100,154,44
2021년12월_남_50~59세,"6,061","1,765","1,755",225,569,312,315,594,190,252,84
2021년12월_남_60~69세,"6,140","1,449","1,370",333,749,396,447,557,290,396,153
2021년12월_남_70~79세,"2,996",626,596,182,394,203,282,284,160,187,82
2021년12월_남_80~89세,"1,290",261,188,103,206,96,144,107,90,67,28
2021년12월_남_90~99세,115,30,22,7,15,13,13,6,4,4,1
2021년12월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"30,731","9,017","9,384","1,180","2,902","1,366","1,675","2,508",921,"1,338",440
2021년12월_여_연령구간인구수,"30,731","9,017","9,384","1,180","2,902","1,366","1,675","2,508",921,"1,338",440
2021년12월_여_0~9세,"1,768",539,850,30,140,28,21,113,10,29,8
2021년12월_여_10~19세,"2,701",878,"1,273",49,130,30,55,199,31,48,8
2021년12월_여_20~29세,"2,066",790,666,48,145,54,74,171,36,62,20
2021년12월_여_30~39세,"2,443",830,930,69,211,51,58,166,33,74,21
2021년12월_여_40~49세,"4,100","1,320","1,822",84,204,81,100,310,56,103,20
2021년12월_여_50~59세,"4,942","1,593","1,418",178,394,205,231,459,135,261,68
2021년12월_여_60~69세,"5,570","1,481","1,271",281,630,362,388,449,235,348,125
2021년12월_여_70~79세,"3,650",852,661,207,478,279,365,338,200,190,80
2021년12월_여_80~89세,"2,976",627,415,201,492,241,319,256,167,186,72
2021년12월_여_90~99세,508,104,75,33,78,35,64,46,18,37,18
2021년12월_여_100세 이상,7,3,3,0,0,0,0,1,0,0,0
