카테고리,충청남도 예산군,충청남도 예산군 예산읍,충청남도 예산군 삽교읍,충청남도 예산군 대술면,충청남도 예산군 신양면,충청남도 예산군 광시면,충청남도 예산군 대흥면,충청남도 예산군 응봉면,충청남도 예산군 덕산면,충청남도 예산군 봉산면,충청남도 예산군 고덕면,충청남도 예산군 신암면,충청남도 예산군 오가면
2021년03월_여_40~49세,"4,218","2,418",512,65,119,107,55,81,333,94,155,126,153
2021년03월_여_50~59세,"6,212","2,815",734,173,203,227,122,221,637,177,326,243,334
2021년03월_여_60~69세,"7,560","2,832",859,281,368,333,230,281,736,277,472,391,500
2021년03월_여_70~79세,"5,647","1,778",631,246,303,330,176,211,508,230,460,358,416
2021년03월_여_80~89세,"4,237","1,058",543,200,251,324,152,171,376,198,359,301,304
2021년03월_여_90~99세,646,160,68,36,41,39,37,29,62,40,51,35,48
2021년03월_여_100세 이상,24,6,2,2,2,2,0,2,3,2,2,0,1
2021년04월_계_총인구수,"77,538","33,077","10,060","2,445","3,043","3,134","1,766","2,526","6,687","2,480","4,485","3,488","4,347"
2021년04월_계_연령구간인구수,"77,538","33,077","10,060","2,445","3,043","3,134","1,766","2,526","6,687","2,480","4,485","3,488","4,347"
2021년04월_계_0~9세,"3,530","2,035",555,59,64,78,37,51,257,68,127,101,98
2021년04월_계_10~19세,"5,629","3,324",660,71,159,133,61,131,379,141,247,127,196
2021년04월_계_20~29세,"6,692","3,521","1,110",120,132,166,79,200,473,125,262,215,289
2021년04월_계_30~39세,"5,986","2,843","1,194",137,167,128,77,141,463,139,231,205,261
2021년04월_계_40~49세,"9,346","4,903","1,185",223,270,271,143,234,748,225,414,311,419
2021년04월_계_50~59세,"13,337","5,806","1,542",418,461,541,267,460,"1,305",416,759,575,787
2021년04월_계_60~69세,"15,154","5,514","1,707",590,755,688,493,595,"1,454",563,961,822,"1,012"
2021년04월_계_70~79세,"10,312","3,241","1,166",463,558,583,329,383,930,428,867,629,735
2021년04월_계_80~89세,"6,660","1,667",842,320,420,488,239,288,591,311,555,454,485
2021년04월_계_90~99세,863,214,97,41,55,56,41,40,84,62,60,49,64
2021년04월_계_100세 이상,29,9,2,3,2,2,0,3,3,2,2,0,1
2021년04월_남_총인구수,"39,005","16,450","5,082","1,265","1,540","1,548",888,"1,324","3,337","1,263","2,280","1,767","2,261"
2021년04월_남_연령구간인구수,"39,005","16,450","5,082","1,265","1,540","1,548",888,"1,324","3,337","1,263","2,280","1,767","2,261"
2021년04월_남_0~9세,"1,829","1,058",272,29,36,42,21,28,134,36,66,52,55
2021년04월_남_10~19세,"2,917","1,685",345,36,90,71,37,75,204,72,123,69,110
2021년04월_남_20~29세,"3,795","1,939",606,70,83,91,46,124,286,78,157,137,178
2021년04월_남_30~39세,"3,329","1,498",677,79,101,75,44,89,255,87,139,119,166
2021년04월_남_40~49세,"5,124","2,478",670,159,150,162,88,155,416,133,261,185,267
2021년04월_남_50~59세,"7,162","3,016",806,242,262,311,145,236,679,242,435,332,456
2021년04월_남_60~69세,"7,548","2,659",845,307,386,360,262,316,709,279,486,430,509
2021년04월_남_70~79세,"4,679","1,461",533,217,254,257,155,174,422,200,406,275,325
2021년04월_남_80~89세,"2,412",601,303,121,165,163,87,115,211,118,196,153,179
2021년04월_남_90~99세,206,53,25,4,13,16,3,11,21,18,11,15,16
2021년04월_남_100세 이상,4,2,0,1,0,0,0,1,0,0,0,0,0
2021년04월_여_총인구수,"38,533","16,627","4,978","1,180","1,503","1,586",878,"1,202","3,350","1,217","2,205","1,721","2,086"
2021년04월_여_연령구간인구수,"38,533","16,627","4,978","1,180","1,503","1,586",878,"1,202","3,350","1,217","2,205","1,721","2,086"
2021년04월_여_0~9세,"1,701",977,283,30,28,36,16,23,123,32,61,49,43
2021년04월_여_10~19세,"2,712","1,639",315,35,69,62,24,56,175,69,124,58,86
2021년04월_여_20~29세,"2,897","1,582",504,50,49,75,33,76,187,47,105,78,111
2021년04월_여_30~39세,"2,657","1,345",517,58,66,53,33,52,208,52,92,86,95
2021년04월_여_40~49세,"4,222","2,425",515,64,120,109,55,79,332,92,153,126,152
2021년04월_여_50~59세,"6,175","2,790",736,176,199,230,122,224,626,174,324,243,331
2021년04월_여_60~69세,"7,606","2,855",862,283,369,328,231,279,745,284,475,392,503
2021년04월_여_70~79세,"5,633","1,780",633,246,304,326,174,209,508,228,461,354,410
2021년04월_여_80~89세,"4,248","1,066",539,199,255,325,152,173,380,193,359,301,306
2021년04월_여_90~99세,657,161,72,37,42,40,38,29,63,44,49,34,48
2021년04월_여_100세 이상,25,7,2,2,2,2,0,2,3,2,2,0,1
2021년05월_계_총인구수,"77,468","33,010","10,066","2,450","3,051","3,132","1,769","2,539","6,674","2,479","4,477","3,482","4,339"
2021년05월_계_연령구간인구수,"77,468","33,010","10,066","2,450","3,051","3,132","1,769","2,539","6,674","2,479","4,477","3,482","4,339"
2021년05월_계_0~9세,"3,503","2,007",559,61,66,78,37,53,257,68,123,98,96
2021년05월_계_10~19세,"5,637","3,330",657,75,161,131,60,132,379,142,247,128,195
2021년05월_계_20~29세,"6,655","3,489","1,119",116,133,168,81,202,467,126,260,208,286
2021년05월_계_30~39세,"5,945","2,808","1,188",139,165,126,78,142,459,139,230,210,261
2021년05월_계_40~49세,"9,288","4,879","1,172",219,274,267,137,233,753,225,411,305,413
2021년05월_계_50~59세,"13,280","5,771","1,538",416,460,533,272,458,"1,291",418,752,580,791
2021년05월_계_60~69세,"15,259","5,555","1,722",600,758,697,491,603,"1,463",568,970,823,"1,009"
2021년05월_계_70~79세,"10,305","3,267","1,165",460,561,581,333,384,912,418,862,624,738
2021년05월_계_80~89세,"6,696","1,678",845,321,415,492,236,289,603,314,558,457,488
2021년05월_계_90~99세,868,217,98,40,55,56,44,40,86,60,62,49,61
2021년05월_계_100세 이상,32,9,3,3,3,3,0,3,4,1,2,0,1
2021년05월_남_총인구수,"38,979","16,425","5,087","1,262","1,549","1,549",888,"1,328","3,323","1,264","2,276","1,770","2,258"
2021년05월_남_연령구간인구수,"38,979","16,425","5,087","1,262","1,549","1,549",888,"1,328","3,323","1,264","2,276","1,770","2,258"
2021년05월_남_0~9세,"1,817","1,046",273,29,39,41,21,29,134,36,63,53,53
2021년05월_남_10~19세,"2,918","1,691",343,38,90,70,36,77,201,72,123,68,109
2021년05월_남_20~29세,"3,785","1,920",616,67,86,91,47,123,285,78,156,135,181
2021년05월_남_30~39세,"3,302","1,487",672,78,98,73,45,87,250,87,138,122,165
2021년05월_남_40~49세,"5,092","2,464",663,157,154,160,84,155,417,134,260,181,263
2021년05월_남_50~59세,"7,157","3,006",806,243,264,308,148,235,675,242,434,338,458
2021년05월_남_60~69세,"7,595","2,685",849,309,389,366,258,321,708,284,488,430,508
2021년05월_남_70~79세,"4,675","1,465",532,216,253,258,159,174,417,194,406,273,328
2021년05월_남_80~89세,"2,423",605,307,120,163,166,86,114,213,119,197,155,178
2021년05월_남_90~99세,210,54,26,4,13,15,4,12,23,18,11,15,15
2021년05월_남_100세 이상,5,2,0,1,0,1,0,1,0,0,0,0,0
2021년05월_여_총인구수,"38,489","16,585","4,979","1,188","1,502","1,583",881,"1,211","3,351","1,215","2,201","1,712","2,081"
2021년05월_여_연령구간인구수,"38,489","16,585","4,979","1,188","1,502","1,583",881,"1,211","3,351","1,215","2,201","1,712","2,081"
2021년05월_여_0~9세,"1,686",961,286,32,27,37,16,24,123,32,60,45,43
2021년05월_여_10~19세,"2,719","1,639",314,37,71,61,24,55,178,70,124,60,86
2021년05월_여_20~29세,"2,870","1,569",503,49,47,77,34,79,182,48,104,73,105
2021년05월_여_30~39세,"2,643","1,321",516,61,67,53,33,55,209,52,92,88,96
2021년05월_여_40~49세,"4,196","2,415",509,62,120,107,53,78,336,91,151,124,150
2021년05월_여_50~59세,"6,123","2,765",732,173,196,225,124,223,616,176,318,242,333
2021년05월_여_60~69세,"7,664","2,870",873,291,369,331,233,282,755,284,482,393,501
2021년05월_여_70~79세,"5,630","1,802",633,244,308,323,174,210,495,224,456,351,410
2021년05월_여_80~89세,"4,273","1,073",538,201,252,326,150,175,390,195,361,302,310
2021년05월_여_90~99세,658,163,72,36,42,41,40,28,63,42,51,34,46
2021년05월_여_100세 이상,27,7,3,2,3,2,0,2,4,1,2,0,1
2021년06월_계_총인구수,"77,348","32,927","10,067","2,443","3,057","3,133","1,769","2,528","6,684","2,462","4,483","3,469","4,326"
2021년06월_계_연령구간인구수,"77,348","32,927","10,067","2,443","3,057","3,133","1,769","2,528","6,684","2,462","4,483","3,469","4,326"
2021년06월_계_0~9세,"3,471","1,990",560,55,65,77,36,52,256,68,121,95,96
2021년06월_계_10~19세,"5,607","3,301",663,75,160,128,62,133,381,142,245,125,192
2021년06월_계_20~29세,"6,624","3,474","1,111",116,138,168,76,197,469,125,262,204,284
2021년06월_계_30~39세,"5,890","2,789","1,178",136,162,124,79,138,455,133,233,205,258
2021년06월_계_40~49세,"9,256","4,848","1,171",219,272,265,137,232,762,226,410,303,411
2021년06월_계_50~59세,"13,232","5,750","1,529",412,466,535,276,456,"1,291",407,748,580,782
2021년06월_계_60~69세,"15,366","5,606","1,737",606,761,704,493,602,"1,466",569,974,828,"1,020"
2021년06월_계_70~79세,"10,293","3,261","1,168",457,563,582,333,384,908,415,862,626,734
2021년06월_계_80~89세,"6,706","1,683",849,323,412,491,233,290,603,315,564,454,489
2021년06월_계_90~99세,870,215,98,41,55,56,44,41,89,61,62,49,59
2021년06월_계_100세 이상,33,10,3,3,3,3,0,3,4,1,2,0,1
2021년06월_남_총인구수,"38,925","16,380","5,090","1,258","1,553","1,546",893,"1,321","3,335","1,252","2,274","1,766","2,257"
2021년06월_남_연령구간인구수,"38,925","16,380","5,090","1,258","1,553","1,546",893,"1,321","3,335","1,252","2,274","1,766","2,257"
2021년06월_남_0~9세,"1,800","1,036",272,27,39,40,20,28,135,35,61,53,54
2021년06월_남_10~19세,"2,905","1,680",347,37,89,70,38,79,200,73,121,65,106
2021년06월_남_20~29세,"3,783","1,913",620,68,87,90,46,119,288,77,158,133,184
2021년06월_남_30~39세,"3,262","1,473",656,78,99,73,47,85,249,82,137,119,164
2021년06월_남_40~49세,"5,076","2,451",665,156,149,159,83,155,424,134,259,179,262
2021년06월_남_50~59세,"7,136","2,997",803,239,268,306,152,235,673,235,434,344,450
2021년06월_남_60~69세,"7,650","2,707",856,314,396,369,258,319,709,287,487,429,519
2021년06월_남_70~79세,"4,667","1,463",534,213,251,259,160,173,417,193,403,275,326
2021년06월_남_80~89세,"2,433",605,311,121,163,164,85,115,216,118,203,154,178
2021년06월_남_90~99세,207,52,26,4,12,15,4,12,24,18,11,15,14
2021년06월_남_100세 이상,6,3,0,1,0,1,0,1,0,0,0,0,0
2021년06월_여_총인구수,"38,423","16,547","4,977","1,185","1,504","1,587",876,"1,207","3,349","1,210","2,209","1,703","2,069"
2021년06월_여_연령구간인구수,"38,423","16,547","4,977","1,185","1,504","1,587",876,"1,207","3,349","1,210","2,209","1,703","2,069"
2021년06월_여_0~9세,"1,671",954,288,28,26,37,16,24,121,33,60,42,42
2021년06월_여_10~19세,"2,702","1,621",316,38,71,58,24,54,181,69,124,60,86
2021년06월_여_20~29세,"2,841","1,561",491,48,51,78,30,78,181,48,104,71,100
2021년06월_여_30~39세,"2,628","1,316",522,58,63,51,32,53,206,51,96,86,94
2021년06월_여_40~49세,"4,180","2,397",506,63,123,106,54,77,338,92,151,124,149
2021년06월_여_50~59세,"6,096","2,753",726,173,198,229,124,221,618,172,314,236,332
2021년06월_여_60~69세,"7,716","2,899",881,292,365,335,235,283,757,282,487,399,501
2021년06월_여_70~79세,"5,626","1,798",634,244,312,323,173,211,491,222,459,351,408
2021년06월_여_80~89세,"4,273","1,078",538,202,249,327,148,175,387,197,361,300,311
2021년06월_여_90~99세,663,163,72,37,43,41,40,29,65,43,51,34,45
2021년06월_여_100세 이상,27,7,3,2,3,2,0,2,4,1,2,0,1
2021년07월_계_총인구수,"77,284","32,870","10,075","2,433","3,054","3,129","1,773","2,520","6,695","2,471","4,467","3,480","4,317"
2021년07월_계_연령구간인구수,"77,284","32,870","10,075","2,433","3,054","3,129","1,773","2,520","6,695","2,471","4,467","3,480","4,317"
2021년07월_계_0~9세,"3,446","1,970",561,51,64,76,39,52,243,68,119,100,103
2021년07월_계_10~19세,"5,598","3,291",663,73,157,128,63,134,389,143,242,125,190
2021년07월_계_20~29세,"6,586","3,453","1,094",118,142,165,75,195,472,127,261,205,279
2021년07월_계_30~39세,"5,862","2,768","1,193",127,163,119,76,137,450,134,228,205,262
2021년07월_계_40~49세,"9,234","4,823","1,178",217,267,269,138,231,765,227,410,306,403
2021년07월_계_50~59세,"13,155","5,733","1,523",410,465,537,274,451,"1,276",407,731,576,772
2021년07월_계_60~69세,"15,469","5,643","1,746",613,763,705,492,608,"1,484",574,984,837,"1,020"
2021년07월_계_70~79세,"10,299","3,267","1,169",454,564,579,336,384,915,414,864,623,730
2021년07월_계_80~89세,"6,719","1,695",845,325,410,489,235,285,605,314,565,453,498
2021년07월_계_90~99세,883,217,100,42,56,59,45,40,92,62,61,50,59
2021년07월_계_100세 이상,33,10,3,3,3,3,0,3,4,1,2,0,1
2021년07월_남_총인구수,"38,882","16,348","5,074","1,249","1,547","1,548",898,"1,319","3,347","1,259","2,267","1,773","2,253"
2021년07월_남_연령구간인구수,"38,882","16,348","5,074","1,249","1,547","1,548",898,"1,319","3,347","1,259","2,267","1,773","2,253"
2021년07월_남_0~9세,"1,785","1,027",270,24,38,40,22,28,128,35,60,55,58
2021년07월_남_10~19세,"2,902","1,677",347,36,89,70,38,79,203,72,121,65,105
2021년07월_남_20~29세,"3,768","1,906",606,69,89,88,46,119,294,80,157,134,180
2021년07월_남_30~39세,"3,237","1,459",659,71,98,72,44,86,249,83,132,119,165
2021년07월_남_40~49세,"5,051","2,433",663,154,147,161,86,154,423,134,258,180,258
2021년07월_남_50~59세,"7,093","2,979",800,238,268,308,150,232,670,235,426,341,446
2021년07월_남_60~69세,"7,715","2,735",859,319,390,369,258,324,717,291,494,439,520
2021년07월_남_70~79세,"4,662","1,464",532,211,252,258,161,172,421,194,404,270,323
2021년07월_남_80~89세,"2,452",613,310,121,164,164,89,112,217,118,204,156,184
2021년07월_남_90~99세,211,52,28,5,12,17,4,12,25,17,11,14,14
2021년07월_남_100세 이상,6,3,0,1,0,1,0,1,0,0,0,0,0
2021년07월_여_총인구수,"38,402","16,522","5,001","1,184","1,507","1,581",875,"1,201","3,348","1,212","2,200","1,707","2,064"
2021년07월_여_연령구간인구수,"38,402","16,522","5,001","1,184","1,507","1,581",875,"1,201","3,348","1,212","2,200","1,707","2,064"
2021년07월_여_0~9세,"1,661",943,291,27,26,36,17,24,115,33,59,45,45
2021년07월_여_10~19세,"2,696","1,614",316,37,68,58,25,55,186,71,121,60,85
2021년07월_여_20~29세,"2,818","1,547",488,49,53,77,29,76,178,47,104,71,99
2021년07월_여_30~39세,"2,625","1,309",534,56,65,47,32,51,201,51,96,86,97
2021년07월_여_40~49세,"4,183","2,390",515,63,120,108,52,77,342,93,152,126,145
2021년07월_여_50~59세,"6,062","2,754",723,172,197,229,124,219,606,172,305,235,326
2021년07월_여_60~69세,"7,754","2,908",887,294,373,336,234,284,767,283,490,398,500
2021년07월_여_70~79세,"5,637","1,803",637,243,312,321,175,212,494,220,460,353,407
2021년07월_여_80~89세,"4,267","1,082",535,204,246,325,146,173,388,196,361,297,314
2021년07월_여_90~99세,672,165,72,37,44,42,41,28,67,45,50,36,45
2021년07월_여_100세 이상,27,7,3,2,3,2,0,2,4,1,2,0,1
2021년08월_계_총인구수,"77,241","32,836","10,119","2,435","3,054","3,128","1,761","2,528","6,686","2,488","4,455","3,458","4,293"
2021년08월_계_연령구간인구수,"77,241","32,836","10,119","2,435","3,054","3,128","1,761","2,528","6,686","2,488","4,455","3,458","4,293"
2021년08월_계_0~9세,"3,445","1,963",575,52,64,72,38,53,237,76,115,96,104
2021년08월_계_10~19세,"5,550","3,261",666,75,154,128,61,132,395,141,236,118,183
2021년08월_계_20~29세,"6,594","3,460","1,094",118,140,162,73,196,467,132,263,209,280
2021년08월_계_30~39세,"5,835","2,740","1,199",126,163,123,74,137,453,134,223,204,259
2021년08월_계_40~49세,"9,237","4,836","1,185",217,265,267,136,232,762,231,409,298,399
2021년08월_계_50~59세,"13,066","5,690","1,523",412,460,531,271,448,"1,266",408,727,570,760
2021년08월_계_60~69세,"15,533","5,677","1,741",610,776,715,494,606,"1,489",575,987,839,"1,024"
2021년08월_계_70~79세,"10,321","3,272","1,181",456,564,573,338,390,922,415,863,620,727
2021년08월_계_80~89세,"6,736","1,704",848,325,408,495,232,291,600,312,569,455,497
2021년08월_계_90~99세,893,224,104,41,57,59,44,40,91,64,61,49,59
2021년08월_계_100세 이상,31,9,3,3,3,3,0,3,4,0,2,0,1
2021년08월_남_총인구수,"38,840","16,311","5,097","1,248","1,544","1,541",891,"1,325","3,344","1,265","2,265","1,767","2,242"
2021년08월_남_연령구간인구수,"38,840","16,311","5,097","1,248","1,544","1,541",891,"1,325","3,344","1,265","2,265","1,767","2,242"
2021년08월_남_0~9세,"1,793","1,028",282,25,37,38,21,29,123,41,59,53,57
2021년08월_남_10~19세,"2,869","1,659",347,37,85,66,36,78,207,69,120,63,102
2021년08월_남_20~29세,"3,772","1,910",600,69,90,87,47,121,290,83,157,134,184
2021년08월_남_30~39세,"3,230","1,443",668,69,97,73,42,87,251,85,129,121,165
2021년08월_남_40~49세,"5,039","2,437",661,153,145,160,84,155,422,133,258,178,253
2021년08월_남_50~59세,"7,039","2,948",801,238,265,303,148,229,668,235,425,338,441
2021년08월_남_60~69세,"7,758","2,754",858,319,395,377,261,323,718,291,497,441,524
2021년08월_남_70~79세,"4,663","1,457",539,210,255,256,161,175,424,193,404,271,318
2021년08월_남_80~89세,"2,455",615,313,122,162,164,87,115,217,117,205,155,183
2021년08월_남_90~99세,216,57,28,5,13,16,4,12,24,18,11,13,15
2021년08월_남_100세 이상,6,3,0,1,0,1,0,1,0,0,0,0,0
2021년08월_여_총인구수,"38,401","16,525","5,022","1,187","1,510","1,587",870,"1,203","3,342","1,223","2,190","1,691","2,051"
2021년08월_여_연령구간인구수,"38,401","16,525","5,022","1,187","1,510","1,587",870,"1,203","3,342","1,223","2,190","1,691","2,051"
2021년08월_여_0~9세,"1,652",935,293,27,27,34,17,24,114,35,56,43,47
2021년08월_여_10~19세,"2,681","1,602",319,38,69,62,25,54,188,72,116,55,81
2021년08월_여_20~29세,"2,822","1,550",494,49,50,75,26,75,177,49,106,75,96
2021년08월_여_30~39세,"2,605","1,297",531,57,66,50,32,50,202,49,94,83,94
2021년08월_여_40~49세,"4,198","2,399",524,64,120,107,52,77,340,98,151,120,146
2021년08월_여_50~59세,"6,027","2,742",722,174,195,228,123,219,598,173,302,232,319
2021년08월_여_60~69세,"7,775","2,923",883,291,381,338,233,283,771,284,490,398,500
2021년08월_여_70~79세,"5,658","1,815",642,246,309,317,177,215,498,222,459,349,409
2021년08월_여_80~89세,"4,281","1,089",535,203,246,331,145,176,383,195,364,300,314
2021년08월_여_90~99세,677,167,76,36,44,43,40,28,67,46,50,36,44
2021년08월_여_100세 이상,25,6,3,2,3,2,0,2,4,0,2,0,1
2021년09월_계_총인구수,"77,016","32,715","10,122","2,420","3,033","3,117","1,757","2,511","6,686","2,505","4,436","3,438","4,276"
2021년09월_계_연령구간인구수,"77,016","32,715","10,122","2,420","3,033","3,117","1,757","2,511","6,686","2,505","4,436","3,438","4,276"
2021년09월_계_0~9세,"3,406","1,942",571,48,62,69,39,54,235,75,116,94,101
2021년09월_계_10~19세,"5,504","3,241",653,73,153,127,58,127,392,145,235,114,186
2021년09월_계_20~29세,"6,505","3,409","1,086",118,136,162,71,189,470,130,258,205,271
2021년09월_계_30~39세,"5,816","2,725","1,224",122,157,122,74,134,445,138,217,205,253
2021년09월_계_40~49세,"9,161","4,807","1,168",217,260,262,133,226,765,231,402,294,396
2021년09월_계_50~59세,"13,020","5,669","1,526",409,454,526,271,448,"1,268",411,720,561,757
2021년09월_계_60~69세,"15,574","5,692","1,751",616,777,719,497,606,"1,488",573,987,843,"1,025"
2021년09월_계_70~79세,"10,342","3,285","1,187",448,565,576,336,392,925,422,865,616,725
2021년09월_계_80~89세,"6,760","1,712",848,323,412,493,237,291,602,317,571,454,500
2021년09월_계_90~99세,897,224,105,43,54,58,41,41,92,63,63,52,61
2021년09월_계_100세 이상,31,9,3,3,3,3,0,3,4,0,2,0,1
2021년09월_남_총인구수,"38,709","16,240","5,095","1,246","1,530","1,535",891,"1,315","3,339","1,269","2,257","1,755","2,237"
2021년09월_남_연령구간인구수,"38,709","16,240","5,095","1,246","1,530","1,535",891,"1,315","3,339","1,269","2,257","1,755","2,237"
2021년09월_남_0~9세,"1,770","1,012",281,23,34,37,22,30,124,40,59,51,57
2021년09월_남_10~19세,"2,848","1,658",338,35,85,65,34,75,203,70,119,62,104
2021년09월_남_20~29세,"3,721","1,879",597,70,87,88,47,116,291,82,157,128,179
2021년09월_남_30~39세,"3,214","1,433",677,68,93,72,42,85,247,86,126,125,160
2021년09월_남_40~49세,"4,986","2,418",653,155,142,156,81,151,422,131,253,173,251
2021년09월_남_50~59세,"7,026","2,936",804,238,263,299,149,232,670,236,422,337,440
2021년09월_남_60~69세,"7,790","2,765",862,322,398,381,263,321,713,293,500,443,529
2021년09월_남_70~79세,"4,675","1,467",544,207,255,257,161,177,426,193,403,267,318
2021년09월_남_80~89세,"2,465",615,312,121,162,164,89,116,219,120,207,156,184
2021년09월_남_90~99세,208,54,27,6,11,15,3,11,24,18,11,13,15
2021년09월_남_100세 이상,6,3,0,1,0,1,0,1,0,0,0,0,0
2021년09월_여_총인구수,"38,307","16,475","5,027","1,174","1,503","1,582",866,"1,196","3,347","1,236","2,179","1,683","2,039"
2021년09월_여_연령구간인구수,"38,307","16,475","5,027","1,174","1,503","1,582",866,"1,196","3,347","1,236","2,179","1,683","2,039"
2021년09월_여_0~9세,"1,636",930,290,25,28,32,17,24,111,35,57,43,44
2021년09월_여_10~19세,"2,656","1,583",315,38,68,62,24,52,189,75,116,52,82
2021년09월_여_20~29세,"2,784","1,530",489,48,49,74,24,73,179,48,101,77,92
2021년09월_여_30~39세,"2,602","1,292",547,54,64,50,32,49,198,52,91,80,93
2021년09월_여_40~49세,"4,175","2,389",515,62,118,106,52,75,343,100,149,121,145
2021년09월_여_50~59세,"5,994","2,733",722,171,191,227,122,216,598,175,298,224,317
2021년09월_여_60~69세,"7,784","2,927",889,294,379,338,234,285,775,280,487,400,496
2021년09월_여_70~79세,"5,667","1,818",643,241,310,319,175,215,499,229,462,349,407
2021년09월_여_80~89세,"4,295","1,097",536,202,250,329,148,175,383,197,364,298,316
2021년09월_여_90~99세,689,170,78,37,43,43,38,30,68,45,52,39,46
2021년09월_여_100세 이상,25,6,3,2,3,2,0,2,4,0,2,0,1
2021년10월_계_총인구수,"76,974","32,707","10,150","2,406","3,026","3,115","1,750","2,511","6,688","2,489","4,429","3,433","4,270"
2021년10월_계_연령구간인구수,"76,974","32,707","10,150","2,406","3,026","3,115","1,750","2,511","6,688","2,489","4,429","3,433","4,270"
2021년10월_계_0~9세,"3,366","1,917",579,44,55,69,39,53,230,71,116,95,98
2021년10월_계_10~19세,"5,485","3,239",652,75,151,124,56,125,393,145,230,111,184
2021년10월_계_20~29세,"6,500","3,415","1,089",114,135,160,71,189,466,128,258,203,272
2021년10월_계_30~39세,"5,779","2,710","1,235",116,150,124,70,133,444,136,216,202,243
2021년10월_계_40~49세,"9,110","4,779","1,165",213,263,260,137,225,759,231,392,290,396
2021년10월_계_50~59세,"13,003","5,662","1,521",411,451,523,268,444,"1,268",405,724,567,759
2021년10월_계_60~69세,"15,626","5,721","1,751",612,781,725,497,616,"1,496",574,991,841,"1,021"
2021년10월_계_70~79세,"10,375","3,293","1,196",453,569,576,334,393,932,419,866,614,730
2021년10월_계_80~89세,"6,802","1,738",852,322,413,493,237,288,605,319,571,458,506
2021년10월_계_90~99세,896,224,107,43,55,59,41,42,90,61,62,52,60
2021년10월_계_100세 이상,32,9,3,3,3,2,0,3,5,0,3,0,1
2021년10월_남_총인구수,"38,671","16,234","5,104","1,231","1,526","1,531",889,"1,316","3,340","1,260","2,254","1,751","2,235"
2021년10월_남_연령구간인구수,"38,671","16,234","5,104","1,231","1,526","1,531",889,"1,316","3,340","1,260","2,254","1,751","2,235"
2021년10월_남_0~9세,"1,754","1,001",287,21,30,37,22,29,123,38,59,51,56
2021년10월_남_10~19세,"2,842","1,664",335,36,84,65,33,74,200,70,116,61,104
2021년10월_남_20~29세,"3,710","1,877",597,67,87,85,48,116,289,80,156,129,179
2021년10월_남_30~39세,"3,199","1,423",684,63,90,72,40,86,248,86,126,125,156
2021년10월_남_40~49세,"4,956","2,409",650,151,141,155,83,151,420,132,248,165,251
2021년10월_남_50~59세,"7,021","2,933",806,237,264,298,148,228,669,233,425,340,440
2021년10월_남_60~69세,"7,810","2,779",854,322,399,383,264,326,719,292,503,443,526
2021년10월_남_70~79세,"4,689","1,467",547,208,256,257,160,179,430,192,402,268,323
2021년10월_남_80~89세,"2,477",623,316,119,164,164,88,114,219,121,208,156,185
2021년10월_남_90~99세,207,55,28,6,11,15,3,12,23,16,10,13,15
2021년10월_남_100세 이상,6,3,0,1,0,0,0,1,0,0,1,0,0
2021년10월_여_총인구수,"38,303","16,473","5,046","1,175","1,500","1,584",861,"1,195","3,348","1,229","2,175","1,682","2,035"
2021년10월_여_연령구간인구수,"38,303","16,473","5,046","1,175","1,500","1,584",861,"1,195","3,348","1,229","2,175","1,682","2,035"
2021년10월_여_0~9세,"1,612",916,292,23,25,32,17,24,107,33,57,44,42
2021년10월_여_10~19세,"2,643","1,575",317,39,67,59,23,51,193,75,114,50,80
2021년10월_여_20~29세,"2,790","1,538",492,47,48,75,23,73,177,48,102,74,93
2021년10월_여_30~39세,"2,580","1,287",551,53,60,52,30,47,196,50,90,77,87
2021년10월_여_40~49세,"4,154","2,370",515,62,122,105,54,74,339,99,144,125,145
2021년10월_여_50~59세,"5,982","2,729",715,174,187,225,120,216,599,172,299,227,319
2021년10월_여_60~69세,"7,816","2,942",897,290,382,342,233,290,777,282,488,398,495
2021년10월_여_70~79세,"5,686","1,826",649,245,313,319,174,214,502,227,464,346,407
2021년10월_여_80~89세,"4,325","1,115",536,203,249,329,149,174,386,198,363,302,321
2021년10월_여_90~99세,689,169,79,37,44,44,38,30,67,45,52,39,45
2021년10월_여_100세 이상,26,6,3,2,3,2,0,2,5,0,2,0,1
2021년11월_계_총인구수,"76,830","32,658","10,133","2,396","3,029","3,104","1,757","2,513","6,667","2,489","4,407","3,416","4,261"
2021년11월_계_연령구간인구수,"76,830","32,658","10,133","2,396","3,029","3,104","1,757","2,513","6,667","2,489","4,407","3,416","4,261"
2021년11월_계_0~9세,"3,340","1,908",578,42,57,68,39,53,228,71,111,90,95
2021년11월_계_10~19세,"5,476","3,245",648,76,149,119,57,125,393,146,226,109,183
2021년11월_계_20~29세,"6,453","3,386","1,073",115,139,157,73,190,460,126,259,207,268
2021년11월_계_30~39세,"5,760","2,692","1,231",116,152,127,69,135,450,134,209,199,246
2021년11월_계_40~49세,"9,057","4,756","1,168",207,264,256,136,228,748,230,391,286,387
2021년11월_계_50~59세,"12,987","5,642","1,528",410,454,521,273,444,"1,266",405,722,559,763
2021년11월_계_60~69세,"15,628","5,741","1,748",611,777,724,499,615,"1,493",578,987,833,"1,022"
2021년11월_계_70~79세,"10,360","3,299","1,189",449,567,574,333,392,929,419,864,617,728
2021년11월_계_80~89세,"6,837","1,748",859,325,413,497,236,289,606,319,572,464,509
