카테고리,전라남도 강진군,전라남도 강진군 강진읍,전라남도 강진군 군동면,전라남도 강진군 칠량면,전라남도 강진군 대구면,전라남도 강진군 도암면,전라남도 강진군 신전면,전라남도 강진군 성전면,전라남도 강진군 작천면,전라남도 강진군 병영면,전라남도 강진군 옴천면,전라남도 강진군 마량면
2021년05월_남_60~69세,"3,180","1,007",411,247,121,293,200,311,191,169,60,170
2021년05월_남_70~79세,"2,217",615,243,195,109,218,148,221,151,116,58,143
2021년05월_남_80~89세,"1,121",248,140,110,41,112,85,120,97,79,26,63
2021년05월_남_90~99세,100,22,14,7,4,11,2,16,7,8,6,3
2021년05월_남_100세 이상,6,1,0,1,0,2,0,0,1,1,0,0
2021년05월_여_총인구수,"17,693","6,978","2,266","1,181",593,"1,293",929,"1,426",951,858,315,903
2021년05월_여_연령구간인구수,"17,693","6,978","2,266","1,181",593,"1,293",929,"1,426",951,858,315,903
2021년05월_여_0~9세,849,470,127,25,17,26,43,52,16,27,7,39
2021년05월_여_10~19세,"1,189",658,150,66,22,63,46,66,30,34,19,35
2021년05월_여_20~29세,"1,224",690,149,59,24,46,29,67,52,38,13,57
2021년05월_여_30~39세,"1,142",612,159,45,24,43,43,79,36,32,13,56
2021년05월_여_40~49세,"1,642",916,227,72,34,76,56,92,43,48,13,65
2021년05월_여_50~59세,"2,576","1,091",334,183,75,156,133,188,125,118,36,137
2021년05월_여_60~69세,"3,158","1,054",353,226,139,281,208,301,184,167,52,193
2021년05월_여_70~79세,"2,922",810,362,248,130,276,165,283,215,184,68,181
2021년05월_여_80~89세,"2,489",569,343,212,100,266,175,247,212,171,77,117
2021년05월_여_90~99세,479,99,60,44,27,53,30,51,37,38,17,23
2021년05월_여_100세 이상,23,9,2,1,1,7,1,0,1,1,0,0
2021년06월_계_총인구수,"34,248","13,482","4,408","2,282","1,139","2,511","1,779","2,775","1,831","1,617",625,"1,799"
2021년06월_계_연령구간인구수,"34,248","13,482","4,408","2,282","1,139","2,511","1,779","2,775","1,831","1,617",625,"1,799"
2021년06월_계_0~9세,"1,671",941,248,60,25,52,70,99,39,47,14,76
2021년06월_계_10~19세,"2,452","1,329",335,117,43,140,93,126,62,79,45,83
2021년06월_계_20~29세,"2,809","1,505",370,142,62,116,71,171,114,91,35,132
2021년06월_계_30~39세,"2,329","1,205",341,100,54,107,79,161,84,66,19,113
2021년06월_계_40~49세,"3,649","1,821",460,182,96,193,164,242,124,139,48,180
2021년06월_계_50~59세,"5,591","2,213",720,384,187,378,289,423,319,262,99,317
2021년06월_계_60~69세,"6,376","2,079",766,481,259,574,406,618,371,341,113,368
2021년06월_계_70~79세,"5,133","1,435",606,441,237,493,314,504,365,292,125,321
2021년06월_계_80~89세,"3,630",821,485,321,144,383,259,369,309,253,103,183
2021년06월_계_90~99세,580,123,75,52,31,66,33,62,42,46,24,26
2021년06월_계_100세 이상,28,10,2,2,1,9,1,0,2,1,0,0
2021년06월_남_총인구수,"16,581","6,509","2,145","1,104",544,"1,218",852,"1,360",884,762,309,894
2021년06월_남_연령구간인구수,"16,581","6,509","2,145","1,104",544,"1,218",852,"1,360",884,762,309,894
2021년06월_남_0~9세,833,481,120,36,8,25,26,50,24,20,7,36
2021년06월_남_10~19세,"1,264",666,187,52,22,78,48,60,31,45,27,48
2021년06월_남_20~29세,"1,592",817,222,82,38,71,42,108,61,54,22,75
2021년06월_남_30~39세,"1,193",602,178,55,30,63,37,82,49,35,5,57
2021년06월_남_40~49세,"2,015",908,237,113,61,118,106,149,81,91,36,115
2021년06월_남_50~59세,"3,029","1,125",389,203,110,222,158,241,193,144,62,182
2021년06월_남_60~69세,"3,201","1,017",412,251,120,296,199,314,188,171,61,172
2021년06월_남_70~79세,"2,220",620,245,194,110,218,148,221,152,113,57,142
2021년06월_남_80~89세,"1,127",249,141,110,41,114,86,119,97,80,26,64
2021년06월_남_90~99세,101,23,14,7,4,11,2,16,7,8,6,3
2021년06월_남_100세 이상,6,1,0,1,0,2,0,0,1,1,0,0
2021년06월_여_총인구수,"17,667","6,973","2,263","1,178",595,"1,293",927,"1,415",947,855,316,905
2021년06월_여_연령구간인구수,"17,667","6,973","2,263","1,178",595,"1,293",927,"1,415",947,855,316,905
2021년06월_여_0~9세,838,460,128,24,17,27,44,49,15,27,7,40
2021년06월_여_10~19세,"1,188",663,148,65,21,62,45,66,31,34,18,35
2021년06월_여_20~29세,"1,217",688,148,60,24,45,29,63,53,37,13,57
2021년06월_여_30~39세,"1,136",603,163,45,24,44,42,79,35,31,14,56
2021년06월_여_40~49세,"1,634",913,223,69,35,75,58,93,43,48,12,65
2021년06월_여_50~59세,"2,562","1,088",331,181,77,156,131,182,126,118,37,135
2021년06월_여_60~69세,"3,175","1,062",354,230,139,278,207,304,183,170,52,196
2021년06월_여_70~79세,"2,913",815,361,247,127,275,166,283,213,179,68,179
2021년06월_여_80~89세,"2,503",572,344,211,103,269,173,250,212,173,77,119
2021년06월_여_90~99세,479,100,61,45,27,55,31,46,35,38,18,23
2021년06월_여_100세 이상,22,9,2,1,1,7,1,0,1,0,0,0
2021년07월_계_총인구수,"34,194","13,438","4,423","2,277","1,144","2,508","1,779","2,772","1,817","1,621",624,"1,791"
2021년07월_계_연령구간인구수,"34,194","13,438","4,423","2,277","1,144","2,508","1,779","2,772","1,817","1,621",624,"1,791"
2021년07월_계_0~9세,"1,646",923,252,59,26,53,69,94,37,47,14,72
2021년07월_계_10~19세,"2,444","1,320",338,117,44,140,92,128,62,79,44,80
2021년07월_계_20~29세,"2,797","1,503",365,138,61,116,69,172,112,94,35,132
2021년07월_계_30~39세,"2,332","1,200",345,103,54,105,81,165,81,66,19,113
2021년07월_계_40~49세,"3,620","1,797",464,180,96,191,162,239,124,142,46,179
2021년07월_계_50~59세,"5,576","2,219",717,379,183,379,286,422,317,261,101,312
2021년07월_계_60~69세,"6,401","2,081",776,485,265,570,412,616,369,343,112,372
2021년07월_계_70~79세,"5,130","1,438",600,440,237,497,316,504,363,290,125,320
2021년07월_계_80~89세,"3,644",824,489,324,146,382,258,370,312,250,104,185
2021년07월_계_90~99세,576,123,75,50,31,66,33,62,38,48,24,26
2021년07월_계_100세 이상,28,10,2,2,1,9,1,0,2,1,0,0
2021년07월_남_총인구수,"16,570","6,495","2,150","1,106",550,"1,217",853,"1,359",882,760,307,891
2021년07월_남_연령구간인구수,"16,570","6,495","2,150","1,106",550,"1,217",853,"1,359",882,760,307,891
2021년07월_남_0~9세,814,468,121,35,9,26,26,46,23,20,7,33
2021년07월_남_10~19세,"1,263",664,188,53,23,78,47,62,31,44,26,47
2021년07월_남_20~29세,"1,591",815,221,83,37,73,41,108,62,54,22,75
2021년07월_남_30~39세,"1,199",603,177,56,30,61,39,85,48,36,5,59
2021년07월_남_40~49세,"1,995",890,244,114,62,116,104,147,81,91,34,112
2021년07월_남_50~59세,"3,036","1,139",383,203,108,223,158,239,193,142,64,184
2021년07월_남_60~69세,"3,216","1,015",419,250,125,294,203,317,188,173,61,171
2021년07월_남_70~79세,"2,221",625,243,193,110,219,148,220,152,112,56,143
2021년07월_남_80~89세,"1,123",250,139,111,42,114,85,119,96,77,26,64
2021년07월_남_90~99세,106,25,15,7,4,11,2,16,7,10,6,3
2021년07월_남_100세 이상,6,1,0,1,0,2,0,0,1,1,0,0
2021년07월_여_총인구수,"17,624","6,943","2,273","1,171",594,"1,291",926,"1,413",935,861,317,900
2021년07월_여_연령구간인구수,"17,624","6,943","2,273","1,171",594,"1,291",926,"1,413",935,861,317,900
2021년07월_여_0~9세,832,455,131,24,17,27,43,48,14,27,7,39
2021년07월_여_10~19세,"1,181",656,150,64,21,62,45,66,31,35,18,33
2021년07월_여_20~29세,"1,206",688,144,55,24,43,28,64,50,40,13,57
2021년07월_여_30~39세,"1,133",597,168,47,24,44,42,80,33,30,14,54
2021년07월_여_40~49세,"1,625",907,220,66,34,75,58,92,43,51,12,67
2021년07월_여_50~59세,"2,540","1,080",334,176,75,156,128,183,124,119,37,128
2021년07월_여_60~69세,"3,185","1,066",357,235,140,276,209,299,181,170,51,201
2021년07월_여_70~79세,"2,909",813,357,247,127,278,168,284,211,178,69,177
2021년07월_여_80~89세,"2,521",574,350,213,104,268,173,251,216,173,78,121
2021년07월_여_90~99세,470,98,60,43,27,55,31,46,31,38,18,23
2021년07월_여_100세 이상,22,9,2,1,1,7,1,0,1,0,0,0
2021년08월_계_총인구수,"34,099","13,374","4,418","2,273","1,142","2,506","1,789","2,763","1,812","1,606",618,"1,798"
2021년08월_계_연령구간인구수,"34,099","13,374","4,418","2,273","1,142","2,506","1,789","2,763","1,812","1,606",618,"1,798"
2021년08월_계_0~9세,"1,615",899,247,59,26,52,70,94,34,47,13,74
2021년08월_계_10~19세,"2,435","1,325",334,119,45,134,93,126,62,74,44,79
2021년08월_계_20~29세,"2,766","1,486",361,134,60,116,71,172,108,92,33,133
2021년08월_계_30~39세,"2,321","1,195",350,101,53,106,82,162,81,64,17,110
2021년08월_계_40~49세,"3,602","1,780",466,181,97,188,159,240,126,137,46,182
2021년08월_계_50~59세,"5,559","2,214",716,374,181,374,290,418,314,264,103,311
2021년08월_계_60~69세,"6,422","2,082",779,488,264,582,412,615,372,344,109,375
2021년08월_계_70~79세,"5,108","1,437",597,435,235,497,318,502,361,283,126,317
2021년08월_계_80~89세,"3,659",821,489,327,148,384,259,370,315,252,104,190
2021년08월_계_90~99세,583,124,76,53,32,65,34,64,37,48,23,27
2021년08월_계_100세 이상,29,11,3,2,1,8,1,0,2,1,0,0
2021년08월_남_총인구수,"16,514","6,452","2,144","1,097",547,"1,222",863,"1,354",881,755,305,894
2021년08월_남_연령구간인구수,"16,514","6,452","2,144","1,097",547,"1,222",863,"1,354",881,755,305,894
2021년08월_남_0~9세,797,454,118,33,9,27,26,47,22,20,7,34
2021년08월_남_10~19세,"1,252",665,186,54,23,75,47,60,30,40,26,46
2021년08월_남_20~29세,"1,571",804,218,80,37,72,43,106,60,54,21,76
2021년08월_남_30~39세,"1,191",603,179,54,28,63,40,82,46,35,4,57
2021년08월_남_40~49세,"1,979",875,245,114,63,114,102,149,83,87,34,113
2021년08월_남_50~59세,"3,041","1,143",380,200,107,219,164,238,194,146,66,184
2021년08월_남_60~69세,"3,233","1,014",424,251,124,301,205,318,190,174,59,173
2021년08월_남_70~79세,"2,210",621,240,192,108,224,148,219,152,108,56,142
2021년08월_남_80~89세,"1,127",247,139,111,44,114,86,119,96,79,26,66
2021년08월_남_90~99세,106,24,15,7,4,11,2,16,7,11,6,3
2021년08월_남_100세 이상,7,2,0,1,0,2,0,0,1,1,0,0
2021년08월_여_총인구수,"17,585","6,922","2,274","1,176",595,"1,284",926,"1,409",931,851,313,904
2021년08월_여_연령구간인구수,"17,585","6,922","2,274","1,176",595,"1,284",926,"1,409",931,851,313,904
2021년08월_여_0~9세,818,445,129,26,17,25,44,47,12,27,6,40
2021년08월_여_10~19세,"1,183",660,148,65,22,59,46,66,32,34,18,33
2021년08월_여_20~29세,"1,195",682,143,54,23,44,28,66,48,38,12,57
2021년08월_여_30~39세,"1,130",592,171,47,25,43,42,80,35,29,13,53
2021년08월_여_40~49세,"1,623",905,221,67,34,74,57,91,43,50,12,69
2021년08월_여_50~59세,"2,518","1,071",336,174,74,155,126,180,120,118,37,127
2021년08월_여_60~69세,"3,189","1,068",355,237,140,281,207,297,182,170,50,202
2021년08월_여_70~79세,"2,898",816,357,243,127,273,170,283,209,175,70,175
2021년08월_여_80~89세,"2,532",574,350,216,104,270,173,251,219,173,78,124
2021년08월_여_90~99세,477,100,61,46,28,54,32,48,30,37,17,24
2021년08월_여_100세 이상,22,9,3,1,1,6,1,0,1,0,0,0
2021년09월_계_총인구수,"33,961","13,317","4,398","2,260","1,137","2,492","1,778","2,752","1,809","1,610",620,"1,788"
2021년09월_계_연령구간인구수,"33,961","13,317","4,398","2,260","1,137","2,492","1,778","2,752","1,809","1,610",620,"1,788"
2021년09월_계_0~9세,"1,585",883,243,60,24,51,69,90,34,46,13,72
2021년09월_계_10~19세,"2,435","1,329",333,119,44,134,89,125,62,77,44,79
2021년09월_계_20~29세,"2,717","1,465",358,129,56,112,68,173,107,93,34,122
2021년09월_계_30~39세,"2,294","1,190",341,100,54,101,78,159,81,62,17,111
2021년09월_계_40~49세,"3,573","1,761",464,181,95,189,157,234,126,137,48,181
2021년09월_계_50~59세,"5,553","2,208",713,369,183,373,292,418,316,265,102,314
2021년09월_계_60~69세,"6,422","2,089",777,488,261,575,411,618,371,347,108,377
2021년09월_계_70~79세,"5,095","1,433",596,433,235,494,320,501,359,285,126,313
2021년09월_계_80~89세,"3,668",824,494,326,150,388,257,370,316,248,104,191
2021년09월_계_90~99세,590,124,76,53,34,67,36,64,35,49,24,28
2021년09월_계_100세 이상,29,11,3,2,1,8,1,0,2,1,0,0
2021년09월_남_총인구수,"16,460","6,433","2,131","1,092",547,"1,212",861,"1,354",876,757,308,889
2021년09월_남_연령구간인구수,"16,460","6,433","2,131","1,092",547,"1,212",861,"1,354",876,757,308,889
2021년09월_남_0~9세,783,445,115,34,8,26,28,45,22,20,7,33
2021년09월_남_10~19세,"1,261",672,187,52,23,74,45,62,30,43,27,46
2021년09월_남_20~29세,"1,543",795,213,78,36,69,42,107,58,54,21,70
2021년09월_남_30~39세,"1,186",608,174,54,29,60,38,82,46,33,4,58
2021년09월_남_40~49세,"1,966",862,246,114,63,116,102,147,82,86,36,112
2021년09월_남_50~59세,"3,035","1,140",375,198,108,218,165,237,195,148,66,185
2021년09월_남_60~69세,"3,234","1,018",424,251,123,298,204,318,189,175,59,175
2021년09월_남_70~79세,"2,207",619,241,191,107,222,151,222,149,108,56,141
2021년09월_남_80~89세,"1,130",248,141,112,46,116,83,118,97,77,26,66
2021년09월_남_90~99세,108,24,15,7,4,11,3,16,7,12,6,3
2021년09월_남_100세 이상,7,2,0,1,0,2,0,0,1,1,0,0
2021년09월_여_총인구수,"17,501","6,884","2,267","1,168",590,"1,280",917,"1,398",933,853,312,899
2021년09월_여_연령구간인구수,"17,501","6,884","2,267","1,168",590,"1,280",917,"1,398",933,853,312,899
2021년09월_여_0~9세,802,438,128,26,16,25,41,45,12,26,6,39
2021년09월_여_10~19세,"1,174",657,146,67,21,60,44,63,32,34,17,33
2021년09월_여_20~29세,"1,174",670,145,51,20,43,26,66,49,39,13,52
2021년09월_여_30~39세,"1,108",582,167,46,25,41,40,77,35,29,13,53
2021년09월_여_40~49세,"1,607",899,218,67,32,73,55,87,44,51,12,69
2021년09월_여_50~59세,"2,518","1,068",338,171,75,155,127,181,121,117,36,129
2021년09월_여_60~69세,"3,188","1,071",353,237,138,277,207,300,182,172,49,202
2021년09월_여_70~79세,"2,888",814,355,242,128,272,169,279,210,177,70,172
2021년09월_여_80~89세,"2,538",576,353,214,104,272,174,252,219,171,78,125
2021년09월_여_90~99세,482,100,61,46,30,56,33,48,28,37,18,25
2021년09월_여_100세 이상,22,9,3,1,1,6,1,0,1,0,0,0
2021년10월_계_총인구수,"33,860","13,281","4,401","2,244","1,133","2,454","1,770","2,760","1,816","1,603",620,"1,778"
2021년10월_계_연령구간인구수,"33,860","13,281","4,401","2,244","1,133","2,454","1,770","2,760","1,816","1,603",620,"1,778"
2021년10월_계_0~9세,"1,564",873,244,56,24,50,66,90,35,43,12,71
2021년10월_계_10~19세,"2,424","1,329",331,116,44,130,90,120,62,77,45,80
2021년10월_계_20~29세,"2,711","1,462",351,131,53,111,68,181,110,92,34,118
2021년10월_계_30~39세,"2,270","1,171",341,98,55,98,78,159,82,62,17,109
2021년10월_계_40~49세,"3,560","1,754",462,182,93,182,156,243,126,134,48,180
2021년10월_계_50~59세,"5,538","2,202",722,363,185,363,293,413,316,268,102,311
2021년10월_계_60~69세,"6,422","2,094",781,489,262,572,404,617,373,346,108,376
2021년10월_계_70~79세,"5,091","1,442",595,430,232,493,321,502,357,283,124,312
2021년10월_계_80~89세,"3,676",825,494,326,151,388,258,370,318,248,105,193
2021년10월_계_90~99세,592,128,77,51,33,66,35,65,35,49,25,28
2021년10월_계_100세 이상,12,1,3,2,1,1,1,0,2,1,0,0
2021년10월_남_총인구수,"16,418","6,412","2,136","1,085",545,"1,195",857,"1,361",883,752,307,885
2021년10월_남_연령구간인구수,"16,418","6,412","2,136","1,085",545,"1,195",857,"1,361",883,752,307,885
2021년10월_남_0~9세,777,443,117,33,8,25,28,44,23,18,6,32
2021년10월_남_10~19세,"1,250",664,186,51,23,72,44,59,32,44,28,47
2021년10월_남_20~29세,"1,536",796,208,77,33,67,41,113,61,51,21,68
2021년10월_남_30~39세,"1,177",599,176,52,30,60,38,83,46,32,4,57
2021년10월_남_40~49세,"1,962",863,246,116,62,111,101,152,82,82,36,111
2021년10월_남_50~59세,"3,026","1,132",380,196,111,214,165,234,194,152,65,183
2021년10월_남_60~69세,"3,232","1,016",425,251,123,297,202,319,191,174,59,175
2021년10월_남_70~79세,"2,208",626,242,188,106,219,151,223,148,109,56,140
2021년10월_남_80~89세,"1,139",248,141,113,45,118,84,119,98,78,26,69
2021년10월_남_90~99세,106,24,15,7,4,11,3,15,7,11,6,3
2021년10월_남_100세 이상,5,1,0,1,0,1,0,0,1,1,0,0
2021년10월_여_총인구수,"17,442","6,869","2,265","1,159",588,"1,259",913,"1,399",933,851,313,893
2021년10월_여_연령구간인구수,"17,442","6,869","2,265","1,159",588,"1,259",913,"1,399",933,851,313,893
2021년10월_여_0~9세,787,430,127,23,16,25,38,46,12,25,6,39
2021년10월_여_10~19세,"1,174",665,145,65,21,58,46,61,30,33,17,33
2021년10월_여_20~29세,"1,175",666,143,54,20,44,27,68,49,41,13,50
2021년10월_여_30~39세,"1,093",572,165,46,25,38,40,76,36,30,13,52
2021년10월_여_40~49세,"1,598",891,216,66,31,71,55,91,44,52,12,69
2021년10월_여_50~59세,"2,512","1,070",342,167,74,149,128,179,122,116,37,128
2021년10월_여_60~69세,"3,190","1,078",356,238,139,275,202,298,182,172,49,201
2021년10월_여_70~79세,"2,883",816,353,242,126,274,170,279,209,174,68,172
2021년10월_여_80~89세,"2,537",577,353,213,106,270,174,251,220,170,79,124
2021년10월_여_90~99세,486,104,62,44,29,55,32,50,28,38,19,25
2021년10월_여_100세 이상,7,0,3,1,1,0,1,0,1,0,0,0
2021년11월_계_총인구수,"33,793","13,274","4,397","2,234","1,128","2,434","1,768","2,759","1,823","1,602",610,"1,764"
2021년11월_계_연령구간인구수,"33,793","13,274","4,397","2,234","1,128","2,434","1,768","2,759","1,823","1,602",610,"1,764"
2021년11월_계_0~9세,"1,544",865,242,53,24,49,66,89,33,43,11,69
2021년11월_계_10~19세,"2,414","1,326",333,109,44,128,88,118,68,77,43,80
2021년11월_계_20~29세,"2,721","1,471",352,136,51,109,66,179,111,93,35,118
2021년11월_계_30~39세,"2,255","1,164",340,98,56,98,79,157,79,60,17,107
2021년11월_계_40~49세,"3,545","1,760",460,181,93,178,156,239,124,129,47,178
2021년11월_계_50~59세,"5,520","2,192",719,363,182,358,288,418,320,269,100,311
2021년11월_계_60~69세,"6,440","2,097",785,485,263,577,406,619,378,348,107,375
2021년11월_계_70~79세,"5,085","1,447",595,427,231,490,324,502,356,284,122,307
2021년11월_계_80~89세,"3,664",821,493,328,150,382,260,372,316,250,103,189
2021년11월_계_90~99세,594,130,75,52,33,64,35,66,36,48,25,30
2021년11월_계_100세 이상,11,1,3,2,1,1,0,0,2,1,0,0
2021년11월_남_총인구수,"16,370","6,401","2,127","1,081",544,"1,178",855,"1,363",891,752,302,876
2021년11월_남_연령구간인구수,"16,370","6,401","2,127","1,081",544,"1,178",855,"1,363",891,752,302,876
2021년11월_남_0~9세,766,439,114,31,8,25,28,44,22,18,5,32
2021년11월_남_10~19세,"1,238",655,189,46,23,69,42,58,35,45,28,48
2021년11월_남_20~29세,"1,544",808,203,80,33,64,39,115,62,50,22,68
2021년11월_남_30~39세,"1,165",587,176,53,31,60,38,80,48,31,4,57
2021년11월_남_40~49세,"1,947",866,246,115,61,107,101,149,80,80,35,107
2021년11월_남_50~59세,"3,016","1,127",378,195,110,209,162,240,198,152,64,181
2021년11월_남_60~69세,"3,247","1,017",427,251,125,301,203,318,194,175,59,177
2021년11월_남_70~79세,"2,207",629,238,188,104,219,154,228,146,112,53,136
2021년11월_남_80~89세,"1,127",247,142,114,45,112,85,116,97,77,26,66
2021년11월_남_90~99세,108,25,14,7,4,11,3,15,8,11,6,4
2021년11월_남_100세 이상,5,1,0,1,0,1,0,0,1,1,0,0
2021년11월_여_총인구수,"17,423","6,873","2,270","1,153",584,"1,256",913,"1,396",932,850,308,888
2021년11월_여_연령구간인구수,"17,423","6,873","2,270","1,153",584,"1,256",913,"1,396",932,850,308,888
2021년11월_여_0~9세,778,426,128,22,16,24,38,45,11,25,6,37
2021년11월_여_10~19세,"1,176",671,144,63,21,59,46,60,33,32,15,32
2021년11월_여_20~29세,"1,177",663,149,56,18,45,27,64,49,43,13,50
2021년11월_여_30~39세,"1,090",577,164,45,25,38,41,77,31,29,13,50
2021년11월_여_40~49세,"1,598",894,214,66,32,71,55,90,44,49,12,71
2021년11월_여_50~59세,"2,504","1,065",341,168,72,149,126,178,122,117,36,130
2021년11월_여_60~69세,"3,193","1,080",358,234,138,276,203,301,184,173,48,198
2021년11월_여_70~79세,"2,878",818,357,239,127,271,170,274,210,172,69,171
2021년11월_여_80~89세,"2,537",574,351,214,105,270,175,256,219,173,77,123
2021년11월_여_90~99세,486,105,61,45,29,53,32,51,28,37,19,26
2021년11월_여_100세 이상,6,0,3,1,1,0,0,0,1,0,0,0
2021년12월_계_총인구수,"33,753","13,256","4,407","2,232","1,120","2,435","1,765","2,748","1,811","1,595",620,"1,764"
2021년12월_계_연령구간인구수,"33,753","13,256","4,407","2,232","1,120","2,435","1,765","2,748","1,811","1,595",620,"1,764"
2021년12월_계_0~9세,"1,531",863,238,54,23,51,66,85,31,42,11,67
2021년12월_계_10~19세,"2,404","1,324",332,107,44,124,88,116,65,74,48,82
2021년12월_계_20~29세,"2,705","1,453",355,137,50,109,66,180,106,95,38,116
2021년12월_계_30~39세,"2,237","1,152",338,98,55,98,74,159,79,57,17,110
2021년12월_계_40~49세,"3,546","1,771",462,182,93,170,160,233,125,126,47,177
2021년12월_계_50~59세,"5,512","2,185",723,369,181,365,282,412,314,267,101,313
2021년12월_계_60~69세,"6,461","2,102",791,480,261,578,410,620,383,353,106,377
2021년12월_계_70~79세,"5,056","1,453",591,422,226,489,322,502,345,281,121,304
2021년12월_계_80~89세,"3,692",821,501,330,153,382,260,376,325,251,105,188
2021년12월_계_90~99세,599,131,74,51,33,68,37,65,36,48,26,30
2021년12월_계_100세 이상,10,1,2,2,1,1,0,0,2,1,0,0
2021년12월_남_총인구수,"16,359","6,394","2,134","1,081",535,"1,180",855,"1,355",886,753,309,877
2021년12월_남_연령구간인구수,"16,359","6,394","2,134","1,081",535,"1,180",855,"1,355",886,753,309,877
2021년12월_남_0~9세,756,438,113,30,7,26,28,42,20,17,5,30
2021년12월_남_10~19세,"1,237",653,188,47,23,67,43,57,34,44,31,50
2021년12월_남_20~29세,"1,533",797,205,78,32,65,39,114,62,52,23,66
2021년12월_남_30~39세,"1,152",579,172,53,30,59,36,84,48,29,4,58
2021년12월_남_40~49세,"1,948",872,249,118,61,104,102,140,80,79,36,107
2021년12월_남_50~59세,"3,015","1,120",380,199,110,215,159,239,192,152,66,183
2021년12월_남_60~69세,"3,268","1,029",431,249,122,301,205,318,199,178,58,178
2021년12월_남_70~79세,"2,199",633,239,183,100,219,153,229,142,113,52,136
2021년12월_남_80~89세,"1,136",247,143,116,46,111,86,117,100,77,28,65
2021년12월_남_90~99세,110,25,14,7,4,12,4,15,8,11,6,4
2021년12월_남_100세 이상,5,1,0,1,0,1,0,0,1,1,0,0
2021년12월_여_총인구수,"17,394","6,862","2,273","1,151",585,"1,255",910,"1,393",925,842,311,887
2021년12월_여_연령구간인구수,"17,394","6,862","2,273","1,151",585,"1,255",910,"1,393",925,842,311,887
2021년12월_여_0~9세,775,425,125,24,16,25,38,43,11,25,6,37
2021년12월_여_10~19세,"1,167",671,144,60,21,57,45,59,31,30,17,32
2021년12월_여_20~29세,"1,172",656,150,59,18,44,27,66,44,43,15,50
2021년12월_여_30~39세,"1,085",573,166,45,25,39,38,75,31,28,13,52
2021년12월_여_40~49세,"1,598",899,213,64,32,66,58,93,45,47,11,70
2021년12월_여_50~59세,"2,497","1,065",343,170,71,150,123,173,122,115,35,130
2021년12월_여_60~69세,"3,193","1,073",360,231,139,277,205,302,184,175,48,199
2021년12월_여_70~79세,"2,857",820,352,239,126,270,169,273,203,168,69,168
2021년12월_여_80~89세,"2,556",574,358,214,107,271,174,259,225,174,77,123
2021년12월_여_90~99세,489,106,60,44,29,56,33,50,28,37,20,26
2021년12월_여_100세 이상,5,0,2,1,1,0,0,0,1,0,0,0
